Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q1,February,2.57
Service,Library,Q4,March,6.35
Service,Library,Q3,December,8.24
Service,Library,Q1,November,9.15
Service,Library,Q4,September,8.34
Service,Library,Q3,August,14.03
Service,Library,Q1,July,16.95
Service,Library,Q4,February,17.59
Service,Library,Q3,March,18.12
Culture,School,Q1,February,27.19
Culture,School,Q4,March,28.0
Culture,School,Q3,December,29.75
Culture,School,Q1,November,29.62
Culture,School,Q4,September,28.52
Culture,School,Q3,August,32.11
Culture,School,Q1,July,30.75
Culture,School,Q4,February,30.61
Culture,School,Q3,March,32.35
Service,Administration,Q1,February,29.29
Service,Administration,Q4,March,30.59
Service,Administration,Q3,December,41.37
Service,Administration,Q1,November,44.21
Service,Administration,Q4,September,47.35
Service,Administration,Q3,August,48.82
Service,Administration,Q1,July,53.61
Service,Administration,Q4,February,56.95
Service,Administration,Q3,March,59.62
Culture,Concert,Q1,February,63.95
Culture,Concert,Q4,March,0.16
Culture,Concert,Q3,December,63.12
Culture,Concert,Q1,November,65.43
Culture,Concert,Q4,September,71.02
Culture,Concert,Q3,August,74.2
Culture,Concert,Q1,July,74.35
Culture,Concert,Q4,February,74.22
Culture,Concert,Q3,March,77.02
Service,Museum,Q1,February,79.04
Service,Museum,Q4,March,82.18
Service,Museum,Q3,December,82.32
Service,Museum,Q1,November,89.36
Service,Museum,Q4,September,89.8
Service,Museum,Q3,August,91.95
Service,Museum,Q1,July,91.68
Service,Museum,Q4,February,93.23
Service,Museum,Q3,March,96.44
