Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q3,September,Maryland,Columbia,2.11
Residential,Apartment,Q4,July,Michigan,Detroit,7.24
Residential,Apartment,Q2,October,Maryland,Columbia,7.57
Residential,Apartment,Q3,November,Michigan,Detroit,9.4
Residential,Apartment,Q4,April,Maryland,Columbia,11.33
Residential,Apartment,Q2,May,Michigan,Detroit,15.56
Service,House,Q3,September,Maryland,Columbia,17.78
Service,House,Q4,July,Michigan,Detroit,17.41
Service,House,Q2,October,Maryland,Columbia,19.59
Service,House,Q3,November,Michigan,Detroit,18.49
Service,House,Q4,April,Maryland,Columbia,19.75
Service,House,Q2,May,Michigan,Detroit,22.0
Production,Hospital,Q3,September,Maryland,Columbia,17.87
Production,Hospital,Q4,July,Michigan,Detroit,24.72
Production,Hospital,Q2,October,Maryland,Columbia,25.77
Production,Hospital,Q3,November,Michigan,Detroit,26.62
Production,Hospital,Q4,April,Maryland,Columbia,33.69
Production,Hospital,Q2,May,Michigan,Detroit,36.76
Residential,Administration,Q3,September,Maryland,Columbia,38.84
Residential,Administration,Q4,July,Michigan,Detroit,43.38
Residential,Administration,Q2,October,Maryland,Columbia,47.84
Residential,Administration,Q3,November,Michigan,Detroit,51.35
Residential,Administration,Q4,April,Maryland,Columbia,51.38
Residential,Administration,Q2,May,Michigan,Detroit,56.38
Service,Library,Q3,September,Maryland,Columbia,59.91
Service,Library,Q4,July,Michigan,Detroit,59.16
Service,Library,Q2,October,Maryland,Columbia,64.8
Service,Library,Q3,November,Michigan,Detroit,64.3
Service,Library,Q4,April,Maryland,Columbia,66.04
Service,Library,Q2,May,Michigan,Detroit,67.1
Production,Workshop,Q3,September,Maryland,Columbia,70.69
Production,Workshop,Q4,July,Michigan,Detroit,71.12
Production,Workshop,Q2,October,Maryland,Columbia,71.94
Production,Workshop,Q3,November,Michigan,Detroit,73.68
Production,Workshop,Q4,April,Maryland,Columbia,74.71
Production,Workshop,Q2,May,Michigan,Detroit,75.11
Residential,Factory,Q3,September,Maryland,Columbia,82.28
Residential,Factory,Q4,July,Michigan,Detroit,83.25
Residential,Factory,Q2,October,Maryland,Columbia,87.33
Residential,Factory,Q3,November,Michigan,Detroit,88.89
Residential,Factory,Q4,April,Maryland,Columbia,91.93
Residential,Factory,Q2,May,Michigan,Detroit,96.81
