Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q1,March,Massachusetts,Cambridge,11.43
Production,Workshop,Q3,January,Massachusetts,Boston,17.75
Production,Workshop,Q1,August,Massachusetts,Cambridge,18.04
Production,Workshop,Q3,September,Massachusetts,Boston,20.17
Service,Factory,Q1,March,Massachusetts,Cambridge,33.44
Service,Factory,Q3,January,Massachusetts,Boston,38.83
Service,Factory,Q1,August,Massachusetts,Cambridge,50.89
Service,Factory,Q3,September,Massachusetts,Boston,51.49
Production,Hospital,Q1,March,Massachusetts,Cambridge,52.11
Production,Hospital,Q3,January,Massachusetts,Boston,57.46
Production,Hospital,Q1,August,Massachusetts,Cambridge,64.47
Production,Hospital,Q3,September,Massachusetts,Boston,66.93
Service,Administration,Q1,March,Massachusetts,Cambridge,73.06
Service,Administration,Q3,January,Massachusetts,Boston,73.41
Service,Administration,Q1,August,Massachusetts,Cambridge,75.23
Service,Administration,Q3,September,Massachusetts,Boston,78.11
Production,Library,Q1,March,Massachusetts,Cambridge,86.91
Production,Library,Q3,January,Massachusetts,Boston,88.44
Production,Library,Q1,August,Massachusetts,Cambridge,89.64
Production,Library,Q3,September,Massachusetts,Boston,96.19
