Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2021,Cereals,Seeds,130.86
Import,2021,Dairy,Wheat,649.34
Import,2021,Beverage,Corn,398.24
Import,2021,Cereals,Butter,528.02
Import,2021,Dairy,Yoghurt,149.75
Import,2021,Beverage,Coffee,792.82
Import,2021,Cereals,Tea,795.68
Import,2021,Dairy,Seeds,160.76
Import,2021,Beverage,Wheat,812.93
Import,2019,Cereals,Seeds,181.42
Import,2019,Dairy,Wheat,442.23
Import,2019,Beverage,Corn,701.5
Import,2019,Cereals,Butter,320.14
Import,2019,Dairy,Yoghurt,450.14
Import,2019,Beverage,Coffee,67.68
Import,2019,Cereals,Tea,712.71
Import,2019,Dairy,Seeds,584.83
Import,2019,Beverage,Wheat,584.62
Import,2016,Cereals,Seeds,207.04
Import,2016,Dairy,Wheat,208.98
Import,2016,Beverage,Corn,87.56
Import,2016,Cereals,Butter,344.95
Import,2016,Dairy,Yoghurt,599.36
Import,2016,Beverage,Coffee,346.63
Import,2016,Cereals,Tea,858.76
Import,2016,Dairy,Seeds,99.99
Import,2016,Beverage,Wheat,101.69
Import,2021,Cereals,Seeds,493.09
Import,2021,Dairy,Wheat,110.8
Import,2021,Beverage,Corn,755.46
Import,2021,Cereals,Butter,371.08
Import,2021,Dairy,Yoghurt,757.44
Import,2021,Beverage,Coffee,886.85
Import,2021,Cereals,Tea,254.38
Import,2021,Dairy,Seeds,762.33
Import,2021,Beverage,Wheat,638.26
