Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Oregon,Portland,Temperature,11-20,0.38
2021,Oregon,Portland,Wind,21-30,1.13
2021,Oregon,Portland,Temperature,Calm,2.3
2021,Oregon,Portland,Wind,Breeze,1.27
2021,Oregon,Portland,Temperature,Storm,6.73
2021,Oregon,Portland,Wind,11-20,8.47
2022,Massachusetts,Redmond,Temperature,11-20,9.99
2022,Massachusetts,Redmond,Wind,21-30,8.48
2022,Massachusetts,Redmond,Temperature,Calm,11.41
2022,Massachusetts,Redmond,Wind,Breeze,11.83
2022,Massachusetts,Redmond,Temperature,Storm,16.0
2022,Massachusetts,Redmond,Wind,11-20,17.27
2019,Oregon,Lenox,Temperature,11-20,19.82
2019,Oregon,Lenox,Wind,21-30,19.07
2019,Oregon,Lenox,Temperature,Calm,21.89
2019,Oregon,Lenox,Wind,Breeze,19.85
2019,Oregon,Lenox,Temperature,Storm,23.71
2019,Oregon,Lenox,Wind,11-20,23.96
2021,Massachusetts,Cambridge,Temperature,11-20,25.12
2021,Massachusetts,Cambridge,Wind,21-30,26.08
2021,Massachusetts,Cambridge,Temperature,Calm,27.57
2021,Massachusetts,Cambridge,Wind,Breeze,27.42
2021,Massachusetts,Cambridge,Temperature,Storm,25.05
2021,Massachusetts,Cambridge,Wind,11-20,19.71
