State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Minnesota,Minneapolis,Air,Noise,4.53
Minnesota,Minneapolis,Soil,Light,5.74
Minnesota,Minneapolis,Water,Thermal,7.63
Minnesota,Minneapolis,Air,Industrial,12.93
Minnesota,Minneapolis,Soil,Inorganic Fertilizers,21.73
Minnesota,Minneapolis,Water,Inferior Irrigation,27.42
Minnesota,Minneapolis,Air,Urban Activities,-98.93
Minnesota,Minneapolis,Soil,Chemical,-90.33
Minnesota,Minneapolis,Water,Groundwater,-89.69
Minnesota,Minneapolis,Air,Surface water,-86.5
Minnesota,Minneapolis,Soil,Noise,45.56
Minnesota,Minneapolis,Water,Light,-80.45
Georgia,Hastings,Air,Noise,-80.02
Georgia,Hastings,Soil,Light,-77.93
Georgia,Hastings,Water,Thermal,52.09
Georgia,Hastings,Air,Industrial,-76.22
Georgia,Hastings,Soil,Inorganic Fertilizers,-71.2
Georgia,Hastings,Water,Inferior Irrigation,-69.42
Georgia,Hastings,Air,Urban Activities,-68.43
Georgia,Hastings,Soil,Chemical,-67.08
Georgia,Hastings,Water,Groundwater,61.97
Georgia,Hastings,Air,Surface water,-65.9
Georgia,Hastings,Soil,Noise,-64.58
Georgia,Hastings,Water,Light,-61.35
Minnesota,Columbus,Air,Noise,-61.04
Minnesota,Columbus,Soil,Light,-61.18
Minnesota,Columbus,Water,Thermal,69.84
Minnesota,Columbus,Air,Industrial,71.41
Minnesota,Columbus,Soil,Inorganic Fertilizers,72.17
Minnesota,Columbus,Water,Inferior Irrigation,71.79
Minnesota,Columbus,Air,Urban Activities,-53.57
Minnesota,Columbus,Soil,Chemical,-52.31
Minnesota,Columbus,Water,Groundwater,-53.84
Minnesota,Columbus,Air,Surface water,78.67
Minnesota,Columbus,Soil,Noise,81.41
Minnesota,Columbus,Water,Light,85.09
Georgia,Washington,Air,Noise,88.65
Georgia,Washington,Soil,Light,99.03
Georgia,Washington,Water,Thermal,-29.53
Georgia,Washington,Air,Industrial,-27.99
Georgia,Washington,Soil,Inorganic Fertilizers,-28.4
Georgia,Washington,Water,Inferior Irrigation,-22.08
Georgia,Washington,Air,Urban Activities,-20.07
Georgia,Washington,Soil,Chemical,-18.52
Georgia,Washington,Water,Groundwater,-15.08
Georgia,Washington,Air,Surface water,-8.55
Georgia,Washington,Soil,Noise,-4.87
Georgia,Washington,Water,Light,-3.62
