Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2016,Meat,Pork,646.66
Import,2016,Cereals,Duck,653.64
Import,2016,Meat,Beef,781.65
Import,2016,Cereals,Soybeans,792.25
Import,2016,Meat,Oats,414.43
Import,2016,Cereals,Rice,31.96
Import,2015,Meat,Pork,292.47
Import,2015,Cereals,Duck,296.2
Import,2015,Meat,Beef,937.73
Import,2015,Cereals,Soybeans,310.17
Import,2015,Meat,Oats,182.67
Import,2015,Cereals,Rice,699.39
Import,2021,Meat,Pork,828.21
Import,2021,Cereals,Duck,445.14
Import,2021,Meat,Beef,840.94
Import,2021,Cereals,Soybeans,715.66
Import,2021,Meat,Oats,854.4
Import,2021,Cereals,Rice,91.26
Import,2016,Meat,Pork,352.49
Import,2016,Cereals,Duck,485.9
Import,2016,Meat,Beef,876.05
Import,2016,Cereals,Soybeans,237.5
Import,2016,Meat,Oats,110.93
Import,2016,Cereals,Rice,243.35
