Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2022,Q4,Dairy,Cheese,771.82
Import,2022,Q4,Meat,Butter,132.83
Import,2022,Q4,Cereals,Yoghurt,134.13
Import,2022,Q4,Dairy,Pork,779.69
Import,2022,Q4,Meat,Lamb,653.28
Import,2022,Q4,Cereals,Soybeans,909.72
Import,2022,Q4,Dairy,Wheat,271.97
Import,2022,Q4,Meat,Corn,274.24
Import,2022,Q4,Cereals,Cheese,530.66
Import,2018,Q4,Dairy,Cheese,20.52
Import,2018,Q4,Meat,Butter,541.85
Import,2018,Q4,Cereals,Yoghurt,163.58
Import,2018,Q4,Dairy,Pork,421.57
Import,2018,Q4,Meat,Lamb,424.14
Import,2018,Q4,Cereals,Soybeans,689.71
Import,2018,Q4,Dairy,Wheat,691.52
Import,2018,Q4,Meat,Corn,52.24
Import,2018,Q4,Cereals,Cheese,824.5
Import,2022,Q4,Dairy,Cheese,955.26
Import,2022,Q4,Meat,Butter,961.48
Import,2022,Q4,Cereals,Yoghurt,322.88
Import,2022,Q4,Dairy,Pork,706.38
Import,2022,Q4,Meat,Lamb,197.96
Import,2022,Q4,Cereals,Soybeans,725.84
Import,2022,Q4,Dairy,Wheat,601.8
Import,2022,Q4,Meat,Corn,985.41
Import,2022,Q4,Cereals,Cheese,475.35
Import,2018,Q4,Dairy,Cheese,477.64
Import,2018,Q4,Meat,Butter,995.05
Import,2018,Q4,Cereals,Yoghurt,872.02
Import,2018,Q4,Dairy,Pork,619.01
Import,2018,Q4,Meat,Lamb,369.06
Import,2018,Q4,Cereals,Soybeans,882.13
Import,2018,Q4,Dairy,Wheat,628.06
Import,2018,Q4,Meat,Corn,246.62
Import,2018,Q4,Cereals,Cheese,504.3
