Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2016,Q3,Dairy,Cheese,772.47
Export,2016,Q3,Meat,Butter,905.37
Export,2016,Q3,Beverage,Cream,394.86
Export,2016,Q3,Dairy,Camel,652.35
Export,2016,Q3,Meat,Duck,914.08
Export,2016,Q3,Beverage,Pork,402.04
Export,2016,Q3,Dairy,Tea,788.55
Export,2016,Q3,Meat,Coffee,538.45
Export,2016,Q3,Beverage,Soda,27.7
Export,2022,Q3,Dairy,Cheese,28.69
Export,2022,Q3,Meat,Butter,667.01
Export,2022,Q3,Beverage,Cream,541.15
Export,2022,Q3,Dairy,Camel,540.76
Export,2022,Q3,Meat,Duck,287.36
Export,2022,Q3,Beverage,Pork,162.87
Export,2022,Q3,Dairy,Tea,804.7
Export,2022,Q3,Meat,Coffee,550.87
Export,2022,Q3,Beverage,Soda,808.15
Export,2015,Q3,Dairy,Cheese,563.29
Export,2015,Q3,Meat,Butter,691.45
Export,2015,Q3,Beverage,Cream,819.76
Export,2015,Q3,Dairy,Camel,312.02
Export,2015,Q3,Meat,Duck,952.01
Export,2015,Q3,Beverage,Pork,960.34
Export,2015,Q3,Dairy,Tea,833.34
Export,2015,Q3,Meat,Coffee,581.89
Export,2015,Q3,Beverage,Soda,328.99
Export,2016,Q3,Dairy,Cheese,974.92
Export,2016,Q3,Meat,Butter,847.39
Export,2016,Q3,Beverage,Cream,722.15
Export,2016,Q3,Dairy,Camel,596.24
Export,2016,Q3,Meat,Duck,601.94
Export,2016,Q3,Beverage,Pork,986.73
Export,2016,Q3,Dairy,Tea,987.5
Export,2016,Q3,Meat,Coffee,350.72
Export,2016,Q3,Beverage,Soda,352.95
Export,2022,Q3,Dairy,Cheese,609.65
Export,2022,Q3,Meat,Butter,483.13
Export,2022,Q3,Beverage,Cream,103.83
Export,2022,Q3,Dairy,Camel,873.31
Export,2022,Q3,Meat,Duck,112.2
Export,2022,Q3,Beverage,Pork,241.21
Export,2022,Q3,Dairy,Tea,369.51
Export,2022,Q3,Meat,Coffee,245.74
Export,2022,Q3,Beverage,Soda,249.5
