Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2018,Dairy,Milk,275.23
Import,2018,Beverage,Yoghurt,149.61
Import,2018,Meat,Tea,662.06
Import,2018,Dairy,Soda,667.37
Import,2018,Beverage,Juice,29.82
Import,2018,Meat,Beef,38.39
Import,2018,Dairy,Lamb,811.62
Import,2018,Beverage,Camel,175.59
Import,2018,Meat,Milk,304.42
Import,2017,Dairy,Milk,565.49
Import,2017,Beverage,Yoghurt,950.27
Import,2017,Meat,Tea,695.66
Import,2017,Dairy,Soda,828.58
Import,2017,Beverage,Juice,62.35
Import,2017,Meat,Beef,582.98
Import,2017,Dairy,Lamb,711.1
Import,2017,Beverage,Camel,713.61
Import,2017,Meat,Milk,461.49
Import,2018,Dairy,Milk,79.65
Import,2018,Beverage,Yoghurt,979.44
Import,2018,Meat,Tea,990.39
Import,2018,Dairy,Soda,112.45
Import,2018,Beverage,Juice,756.53
Import,2018,Meat,Beef,245.92
Import,2018,Dairy,Lamb,635.02
Import,2018,Beverage,Camel,124.1
Import,2018,Meat,Milk,253.06
