Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q1,January,3.64
Culture,Museum,Q4,March,14.82
Culture,Museum,Q3,November,14.87
Culture,Museum,Q1,December,16.97
Culture,Museum,Q4,October,17.41
Culture,Museum,Q3,September,21.71
Culture,Museum,Q1,August,25.72
Culture,Museum,Q4,July,27.44
Culture,Museum,Q3,January,32.4
Production,Theatre,Q1,January,35.5
Production,Theatre,Q4,March,38.09
Production,Theatre,Q3,November,40.87
Production,Theatre,Q1,December,40.67
Production,Theatre,Q4,October,45.61
Production,Theatre,Q3,September,45.22
Production,Theatre,Q1,August,48.68
Production,Theatre,Q4,July,48.88
Production,Theatre,Q3,January,48.4
Culture,Workshop,Q1,January,57.43
Culture,Workshop,Q4,March,59.67
Culture,Workshop,Q3,November,59.29
Culture,Workshop,Q1,December,60.45
Culture,Workshop,Q4,October,61.06
Culture,Workshop,Q3,September,63.68
Culture,Workshop,Q1,August,60.56
Culture,Workshop,Q4,July,65.33
Culture,Workshop,Q3,January,70.53
Production,Factory,Q1,January,74.47
Production,Factory,Q4,March,82.94
Production,Factory,Q3,November,89.8
Production,Factory,Q1,December,92.42
Production,Factory,Q4,October,94.38
Production,Factory,Q3,September,95.31
Production,Factory,Q1,August,96.75
Production,Factory,Q4,July,94.37
Production,Factory,Q3,January,98.12
