Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q3,August,Oregon,Salem,1.79
Residential,Hotel,Q2,September,Maryland,Redmond,2.49
Residential,Hotel,Q3,July,Oregon,Baltimore,4.48
Residential,Hotel,Q2,April,Maryland,Aberdeen,5.81
Residential,Hotel,Q3,June,Oregon,Salem,6.54
Residential,Hotel,Q2,August,Maryland,Redmond,4.05
Culture,House,Q3,August,Oregon,Salem,5.24
Culture,House,Q2,September,Maryland,Redmond,11.05
Culture,House,Q3,July,Oregon,Baltimore,13.02
Culture,House,Q2,April,Maryland,Aberdeen,14.19
Culture,House,Q3,June,Oregon,Salem,15.16
Culture,House,Q2,August,Maryland,Redmond,13.57
Residential,Apartment,Q3,August,Oregon,Salem,18.99
Residential,Apartment,Q2,September,Maryland,Redmond,18.79
Residential,Apartment,Q3,July,Oregon,Baltimore,26.52
Residential,Apartment,Q2,April,Maryland,Aberdeen,29.69
Residential,Apartment,Q3,June,Oregon,Salem,29.06
Residential,Apartment,Q2,August,Maryland,Redmond,32.87
Culture,Theatre,Q3,August,Oregon,Salem,34.28
Culture,Theatre,Q2,September,Maryland,Redmond,34.56
Culture,Theatre,Q3,July,Oregon,Baltimore,37.49
Culture,Theatre,Q2,April,Maryland,Aberdeen,39.11
Culture,Theatre,Q3,June,Oregon,Salem,45.85
Culture,Theatre,Q2,August,Maryland,Redmond,50.34
Residential,Museum,Q3,August,Oregon,Salem,56.72
Residential,Museum,Q2,September,Maryland,Redmond,58.66
Residential,Museum,Q3,July,Oregon,Baltimore,62.84
Residential,Museum,Q2,April,Maryland,Aberdeen,0.21
Residential,Museum,Q3,June,Oregon,Salem,69.16
Residential,Museum,Q2,August,Maryland,Redmond,84.51
Culture,Concert,Q3,August,Oregon,Salem,92.97
Culture,Concert,Q2,September,Maryland,Redmond,93.26
Culture,Concert,Q3,July,Oregon,Baltimore,95.03
Culture,Concert,Q2,April,Maryland,Aberdeen,95.04
Culture,Concert,Q3,June,Oregon,Salem,97.63
Culture,Concert,Q2,August,Maryland,Redmond,97.77
