State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Georgia,Washington,Water,Oxygen-depletion,2.76
Georgia,Washington,Air,Chemical,3.52
Georgia,Washington,Soil,Groundwater,5.79
Georgia,Washington,Water,Surface water,9.17
Georgia,Washington,Air,Noise,10.97
Georgia,Washington,Soil,Light,10.49
Georgia,Washington,Water,Thermal,10.82
Georgia,Washington,Air,Inferior Irrigation,13.5
Georgia,Washington,Soil,Urban Activities,14.51
Georgia,Washington,Water,Oxygen-depletion,13.79
Georgia,Washington,Air,Chemical,17.77
Georgia,Washington,Soil,Groundwater,17.22
Florida,Albany,Water,Oxygen-depletion,19.0
Florida,Albany,Air,Chemical,23.39
Florida,Albany,Soil,Groundwater,25.54
Florida,Albany,Water,Surface water,25.09
Florida,Albany,Air,Noise,27.17
Florida,Albany,Soil,Light,26.09
Florida,Albany,Water,Thermal,30.66
Florida,Albany,Air,Inferior Irrigation,30.47
Florida,Albany,Soil,Urban Activities,32.83
Florida,Albany,Water,Oxygen-depletion,36.07
Florida,Albany,Air,Chemical,37.46
Florida,Albany,Soil,Groundwater,41.99
Minnesota,Columbus,Water,Oxygen-depletion,47.59
Minnesota,Columbus,Air,Chemical,49.04
Minnesota,Columbus,Soil,Groundwater,49.31
Minnesota,Columbus,Water,Surface water,52.81
Minnesota,Columbus,Air,Noise,55.46
Minnesota,Columbus,Soil,Light,55.11
Minnesota,Columbus,Water,Thermal,58.77
Minnesota,Columbus,Air,Inferior Irrigation,59.23
Minnesota,Columbus,Soil,Urban Activities,63.74
Minnesota,Columbus,Water,Oxygen-depletion,63.85
Minnesota,Columbus,Air,Chemical,65.69
Minnesota,Columbus,Soil,Groundwater,71.45
Georgia,Tampa,Water,Oxygen-depletion,77.49
Georgia,Tampa,Air,Chemical,79.53
Georgia,Tampa,Soil,Groundwater,79.98
Georgia,Tampa,Water,Surface water,81.88
Georgia,Tampa,Air,Noise,86.13
Georgia,Tampa,Soil,Light,87.97
Georgia,Tampa,Water,Thermal,88.39
Georgia,Tampa,Air,Inferior Irrigation,87.56
Georgia,Tampa,Soil,Urban Activities,90.19
Georgia,Tampa,Water,Oxygen-depletion,98.44
Georgia,Tampa,Air,Chemical,-99.46
Georgia,Tampa,Soil,Groundwater,-95.68
Florida,Fort Lauderdale,Water,Oxygen-depletion,-93.43
Florida,Fort Lauderdale,Air,Chemical,-91.34
Florida,Fort Lauderdale,Soil,Groundwater,-91.97
Florida,Fort Lauderdale,Water,Surface water,-84.68
Florida,Fort Lauderdale,Air,Noise,-78.14
Florida,Fort Lauderdale,Soil,Light,-75.74
Florida,Fort Lauderdale,Water,Thermal,-74.42
Florida,Fort Lauderdale,Air,Inferior Irrigation,-73.89
Florida,Fort Lauderdale,Soil,Urban Activities,-74.16
Florida,Fort Lauderdale,Water,Oxygen-depletion,-71.03
Florida,Fort Lauderdale,Air,Chemical,-67.17
Florida,Fort Lauderdale,Soil,Groundwater,-66.56
Minnesota,Minneapolis,Water,Oxygen-depletion,-67.38
Minnesota,Minneapolis,Air,Chemical,-58.95
Minnesota,Minneapolis,Soil,Groundwater,-57.09
Minnesota,Minneapolis,Water,Surface water,-55.52
Minnesota,Minneapolis,Air,Noise,-55.23
Minnesota,Minneapolis,Soil,Light,-55.05
Minnesota,Minneapolis,Water,Thermal,-53.85
Minnesota,Minneapolis,Air,Inferior Irrigation,-46.09
Minnesota,Minneapolis,Soil,Urban Activities,-45.48
Minnesota,Minneapolis,Water,Oxygen-depletion,-43.92
Minnesota,Minneapolis,Air,Chemical,-43.6
Minnesota,Minneapolis,Soil,Groundwater,-41.07
Georgia,Hastings,Water,Oxygen-depletion,-39.81
Georgia,Hastings,Air,Chemical,-35.51
Georgia,Hastings,Soil,Groundwater,-33.48
Georgia,Hastings,Water,Surface water,-33.5
Georgia,Hastings,Air,Noise,-33.44
Georgia,Hastings,Soil,Light,-32.34
Georgia,Hastings,Water,Thermal,-31.83
Georgia,Hastings,Air,Inferior Irrigation,-29.42
Georgia,Hastings,Soil,Urban Activities,-27.36
Georgia,Hastings,Water,Oxygen-depletion,-29.39
Georgia,Hastings,Air,Chemical,-25.96
Georgia,Hastings,Soil,Groundwater,-28.05
Florida,Rochester,Water,Oxygen-depletion,-23.6
Florida,Rochester,Air,Chemical,-27.4
Florida,Rochester,Soil,Groundwater,-21.61
Florida,Rochester,Water,Surface water,-20.71
Florida,Rochester,Air,Noise,-19.26
Florida,Rochester,Soil,Light,-20.0
Florida,Rochester,Water,Thermal,-17.94
Florida,Rochester,Air,Inferior Irrigation,-12.45
Florida,Rochester,Soil,Urban Activities,-9.59
Florida,Rochester,Water,Oxygen-depletion,-6.07
Florida,Rochester,Air,Chemical,-5.41
Florida,Rochester,Soil,Groundwater,-2.95
