Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2020,Temperature,0-10,0.82
2020,Humidity,21-30,2.61
2020,Wind,31-40,4.8
2020,Temperature,Low,5.15
2020,Humidity,Medium,9.14
2020,Wind,Breeze,9.34
2020,Temperature,Storm,11.91
2020,Humidity,0-10,11.4
2020,Wind,21-30,12.09
2017,Temperature,0-10,14.78
2017,Humidity,21-30,15.81
2017,Wind,31-40,11.09
2017,Temperature,Low,10.97
2017,Humidity,Medium,18.41
2017,Wind,Breeze,16.47
2017,Temperature,Storm,20.92
2017,Humidity,0-10,20.42
2017,Wind,21-30,20.87
2015,Temperature,0-10,23.81
2015,Humidity,21-30,21.68
2015,Wind,31-40,25.6
2015,Temperature,Low,22.36
2015,Humidity,Medium,27.06
2015,Wind,Breeze,22.83
2015,Temperature,Storm,25.61
2015,Humidity,0-10,26.51
2015,Wind,21-30,23.74
