State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Florida,Fort Lauderdale,Water,Surface water,1.88
Florida,Fort Lauderdale,Air,Oxygen-depletion,2.28
Florida,Fort Lauderdale,Soil,Chemical,7.81
Florida,Fort Lauderdale,Water,Groundwater,9.76
Florida,Fort Lauderdale,Air,Light,14.6
Florida,Fort Lauderdale,Soil,Noise,17.84
Florida,Fort Lauderdale,Water,Inorganic Fertilizers,17.14
Florida,Fort Lauderdale,Air,Solid Waste,22.72
Florida,Fort Lauderdale,Soil,Industrial,23.64
Florida,Fort Lauderdale,Water,Surface water,24.84
Florida,Fort Lauderdale,Air,Oxygen-depletion,24.93
Florida,Fort Lauderdale,Soil,Chemical,30.07
Massachusetts,Tampa,Water,Surface water,32.01
Massachusetts,Tampa,Air,Oxygen-depletion,36.15
Massachusetts,Tampa,Soil,Chemical,36.43
Massachusetts,Tampa,Water,Groundwater,39.79
Massachusetts,Tampa,Air,Light,39.09
Massachusetts,Tampa,Soil,Noise,39.17
Massachusetts,Tampa,Water,Inorganic Fertilizers,43.35
Massachusetts,Tampa,Air,Solid Waste,44.11
Massachusetts,Tampa,Soil,Industrial,46.41
Massachusetts,Tampa,Water,Surface water,48.72
Massachusetts,Tampa,Air,Oxygen-depletion,52.69
Massachusetts,Tampa,Soil,Chemical,55.29
Georgia,Cambridge,Water,Surface water,56.81
Georgia,Cambridge,Air,Oxygen-depletion,58.64
Georgia,Cambridge,Soil,Chemical,59.12
Georgia,Cambridge,Water,Groundwater,60.68
Georgia,Cambridge,Air,Light,60.28
Georgia,Cambridge,Soil,Noise,62.65
Georgia,Cambridge,Water,Inorganic Fertilizers,60.1
Georgia,Cambridge,Air,Solid Waste,59.21
Georgia,Cambridge,Soil,Industrial,68.85
Georgia,Cambridge,Water,Surface water,75.72
Georgia,Cambridge,Air,Oxygen-depletion,78.66
Georgia,Cambridge,Soil,Chemical,79.91
Florida,Lenox,Water,Surface water,78.64
Florida,Lenox,Air,Oxygen-depletion,81.03
Florida,Lenox,Soil,Chemical,87.32
Florida,Lenox,Water,Groundwater,88.5
Florida,Lenox,Air,Light,-96.83
Florida,Lenox,Soil,Noise,-96.47
Florida,Lenox,Water,Inorganic Fertilizers,-92.18
Florida,Lenox,Air,Solid Waste,-89.25
Florida,Lenox,Soil,Industrial,-89.32
Florida,Lenox,Water,Surface water,-88.47
Florida,Lenox,Air,Oxygen-depletion,-85.5
Florida,Lenox,Soil,Chemical,-84.67
Massachusetts,Boston,Water,Surface water,-83.13
Massachusetts,Boston,Air,Oxygen-depletion,-81.06
Massachusetts,Boston,Soil,Chemical,-79.44
Massachusetts,Boston,Water,Groundwater,-78.24
Massachusetts,Boston,Air,Light,-77.23
Massachusetts,Boston,Soil,Noise,-74.13
Massachusetts,Boston,Water,Inorganic Fertilizers,-74.25
Massachusetts,Boston,Air,Solid Waste,-71.91
Massachusetts,Boston,Soil,Industrial,-69.7
Massachusetts,Boston,Water,Surface water,-67.24
Massachusetts,Boston,Air,Oxygen-depletion,-65.74
Massachusetts,Boston,Soil,Chemical,-64.77
Georgia,Columbus,Water,Surface water,-62.19
Georgia,Columbus,Air,Oxygen-depletion,-61.81
Georgia,Columbus,Soil,Chemical,-61.29
Georgia,Columbus,Water,Groundwater,-55.89
Georgia,Columbus,Air,Light,-52.49
Georgia,Columbus,Soil,Noise,-47.62
Georgia,Columbus,Water,Inorganic Fertilizers,-46.52
Georgia,Columbus,Air,Solid Waste,-47.54
Georgia,Columbus,Soil,Industrial,-44.25
Georgia,Columbus,Water,Surface water,-44.39
Georgia,Columbus,Air,Oxygen-depletion,-38.58
Georgia,Columbus,Soil,Chemical,-38.69
Florida,Albany,Water,Surface water,-36.63
Florida,Albany,Air,Oxygen-depletion,-35.32
Florida,Albany,Soil,Chemical,-30.49
Florida,Albany,Water,Groundwater,-25.45
Florida,Albany,Air,Light,-22.5
Florida,Albany,Soil,Noise,-21.43
Florida,Albany,Water,Inorganic Fertilizers,-16.46
Florida,Albany,Air,Solid Waste,-14.93
Florida,Albany,Soil,Industrial,-12.77
Florida,Albany,Water,Surface water,-11.06
Florida,Albany,Air,Oxygen-depletion,-8.53
Florida,Albany,Soil,Chemical,-5.4
