Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Beverage,Coffee,257.49
Export,2020,Cereals,Soda,902.23
Export,2020,Dairy,Seeds,396.77
Export,2020,Beverage,Wheat,141.98
Export,2020,Cereals,Cream,142.14
Export,2020,Dairy,Butter,912.72
Export,2019,Beverage,Coffee,785.37
Export,2019,Cereals,Soda,544.43
Export,2019,Dairy,Seeds,162.0
Export,2019,Beverage,Wheat,291.8
Export,2019,Cereals,Cream,164.67
Export,2019,Dairy,Butter,805.47
Export,2015,Beverage,Coffee,802.08
Export,2015,Cereals,Soda,685.67
Export,2015,Dairy,Seeds,301.64
Export,2015,Beverage,Wheat,967.77
Export,2015,Cereals,Cream,846.52
Export,2015,Dairy,Butter,335.74
Export,2020,Beverage,Coffee,468.03
Export,2020,Cereals,Soda,726.82
Export,2020,Dairy,Seeds,991.97
Export,2020,Beverage,Wheat,617.26
Export,2020,Cereals,Cream,748.34
Export,2020,Dairy,Butter,365.62
