State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Massachusetts,Boston,Air,Noise,0.53
Massachusetts,Boston,Soil,Thermal,3.73
Massachusetts,Boston,Water,Inferior Irrigation,4.79
Massachusetts,Boston,Air,Urban Activities,5.95
Massachusetts,Boston,Soil,Inorganic Fertilizers,7.26
Massachusetts,Boston,Water,Industrial,8.44
Massachusetts,Boston,Air,Solid Waste,10.25
Massachusetts,Boston,Soil,Surface water,11.69
Massachusetts,Boston,Water,Groundwater,12.99
Massachusetts,Boston,Air,Oxygen-depletion,10.24
Massachusetts,Boston,Soil,Chemical,14.44
Massachusetts,Boston,Water,Noise,16.14
Massachusetts,Boston,Air,Thermal,17.62
Massachusetts,Boston,Soil,Inferior Irrigation,16.45
Massachusetts,Boston,Water,Urban Activities,17.64
Michigan,Cambridge,Air,Noise,24.35
Michigan,Cambridge,Soil,Thermal,25.26
Michigan,Cambridge,Water,Inferior Irrigation,26.47
Michigan,Cambridge,Air,Urban Activities,29.76
Michigan,Cambridge,Soil,Inorganic Fertilizers,30.26
Michigan,Cambridge,Water,Industrial,31.99
Michigan,Cambridge,Air,Solid Waste,32.57
Michigan,Cambridge,Soil,Surface water,33.76
Michigan,Cambridge,Water,Groundwater,31.48
Michigan,Cambridge,Air,Oxygen-depletion,36.64
Michigan,Cambridge,Soil,Chemical,36.57
Michigan,Cambridge,Water,Noise,38.9
Michigan,Cambridge,Air,Thermal,40.41
Michigan,Cambridge,Soil,Inferior Irrigation,41.9
Michigan,Cambridge,Water,Urban Activities,42.41
Illinois,Lenox,Air,Noise,45.72
Illinois,Lenox,Soil,Thermal,46.02
Illinois,Lenox,Water,Inferior Irrigation,46.89
Illinois,Lenox,Air,Urban Activities,55.44
Illinois,Lenox,Soil,Inorganic Fertilizers,55.43
Illinois,Lenox,Water,Industrial,62.39
Illinois,Lenox,Air,Solid Waste,63.26
Illinois,Lenox,Soil,Surface water,64.33
Illinois,Lenox,Water,Groundwater,65.78
Illinois,Lenox,Air,Oxygen-depletion,64.06
Illinois,Lenox,Soil,Chemical,68.39
Illinois,Lenox,Water,Noise,70.13
Illinois,Lenox,Air,Thermal,71.27
Illinois,Lenox,Soil,Inferior Irrigation,72.48
Illinois,Lenox,Water,Urban Activities,73.44
Massachusetts,Detroit,Air,Noise,74.5
Massachusetts,Detroit,Soil,Thermal,75.19
Massachusetts,Detroit,Water,Inferior Irrigation,76.62
Massachusetts,Detroit,Air,Urban Activities,77.44
Massachusetts,Detroit,Soil,Inorganic Fertilizers,82.73
Massachusetts,Detroit,Water,Industrial,87.68
Massachusetts,Detroit,Air,Solid Waste,88.47
Massachusetts,Detroit,Soil,Surface water,90.07
Massachusetts,Detroit,Water,Groundwater,90.49
Massachusetts,Detroit,Air,Oxygen-depletion,90.54
Massachusetts,Detroit,Soil,Chemical,95.01
Massachusetts,Detroit,Water,Noise,96.54
Massachusetts,Detroit,Air,Thermal,98.95
Massachusetts,Detroit,Soil,Inferior Irrigation,98.83
Massachusetts,Detroit,Water,Urban Activities,98.85
Michigan,Port Huron,Air,Noise,-96.17
Michigan,Port Huron,Soil,Thermal,-96.5
Michigan,Port Huron,Water,Inferior Irrigation,-92.05
Michigan,Port Huron,Air,Urban Activities,-90.48
Michigan,Port Huron,Soil,Inorganic Fertilizers,-88.01
Michigan,Port Huron,Water,Industrial,-88.53
Michigan,Port Huron,Air,Solid Waste,-86.46
Michigan,Port Huron,Soil,Surface water,-85.89
Michigan,Port Huron,Water,Groundwater,-80.67
Michigan,Port Huron,Air,Oxygen-depletion,-79.9
Michigan,Port Huron,Soil,Chemical,-78.07
Michigan,Port Huron,Water,Noise,-77.7
Michigan,Port Huron,Air,Thermal,-77.58
Michigan,Port Huron,Soil,Inferior Irrigation,-75.02
Michigan,Port Huron,Water,Urban Activities,-79.47
Illinois,Flint,Air,Noise,-73.94
Illinois,Flint,Soil,Thermal,-73.03
Illinois,Flint,Water,Inferior Irrigation,-71.44
Illinois,Flint,Air,Urban Activities,-70.96
Illinois,Flint,Soil,Inorganic Fertilizers,-69.95
Illinois,Flint,Water,Industrial,-71.35
Illinois,Flint,Air,Solid Waste,-69.38
Illinois,Flint,Soil,Surface water,-71.25
Illinois,Flint,Water,Groundwater,-62.92
Illinois,Flint,Air,Oxygen-depletion,-61.74
Illinois,Flint,Soil,Chemical,-61.51
Illinois,Flint,Water,Noise,-59.9
Illinois,Flint,Air,Thermal,-57.12
Illinois,Flint,Soil,Inferior Irrigation,-56.28
Illinois,Flint,Water,Urban Activities,-57.35
Massachusetts,Champaign,Air,Noise,-48.84
Massachusetts,Champaign,Soil,Thermal,-47.03
Massachusetts,Champaign,Water,Inferior Irrigation,-46.47
Massachusetts,Champaign,Air,Urban Activities,-45.17
Massachusetts,Champaign,Soil,Inorganic Fertilizers,-45.31
Massachusetts,Champaign,Water,Industrial,-43.33
Massachusetts,Champaign,Air,Solid Waste,-42.25
Massachusetts,Champaign,Soil,Surface water,-37.96
Massachusetts,Champaign,Water,Groundwater,-36.4
Massachusetts,Champaign,Air,Oxygen-depletion,-33.25
Massachusetts,Champaign,Soil,Chemical,-33.89
Massachusetts,Champaign,Water,Noise,-31.49
Massachusetts,Champaign,Air,Thermal,-31.79
Massachusetts,Champaign,Soil,Inferior Irrigation,-29.49
Massachusetts,Champaign,Water,Urban Activities,-31.97
Michigan,Springfield,Air,Noise,-27.73
Michigan,Springfield,Soil,Thermal,-27.27
Michigan,Springfield,Water,Inferior Irrigation,-25.24
Michigan,Springfield,Air,Urban Activities,-23.24
Michigan,Springfield,Soil,Inorganic Fertilizers,-20.75
Michigan,Springfield,Water,Industrial,-19.11
Michigan,Springfield,Air,Solid Waste,-16.46
Michigan,Springfield,Soil,Surface water,-15.38
Michigan,Springfield,Water,Groundwater,-13.14
Michigan,Springfield,Air,Oxygen-depletion,-13.71
Michigan,Springfield,Soil,Chemical,-11.97
Michigan,Springfield,Water,Noise,-10.42
Michigan,Springfield,Air,Thermal,-4.79
Michigan,Springfield,Soil,Inferior Irrigation,-2.33
Michigan,Springfield,Water,Urban Activities,-1.53
