Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q2,June,Illinois,Champaign,96.37
Service,School,Q3,May,Illinois,Champaign,65.93
Service,School,Q2,August,Illinois,Champaign,35.73
Service,School,Q3,September,Illinois,Champaign,6.21
Production,Administration,Q2,June,Illinois,Champaign,70.06
Production,Administration,Q3,May,Illinois,Champaign,73.81
Production,Administration,Q2,August,Illinois,Champaign,43.83
Production,Administration,Q3,September,Illinois,Champaign,76.82
Service,Workshop,Q2,June,Illinois,Champaign,46.25
Service,Workshop,Q3,May,Illinois,Champaign,47.69
Service,Workshop,Q2,August,Illinois,Champaign,80.01
Service,Workshop,Q3,September,Illinois,Champaign,82.67
Production,Factory,Q2,June,Illinois,Champaign,53.51
Production,Factory,Q3,May,Illinois,Champaign,54.14
Production,Factory,Q2,August,Illinois,Champaign,53.64
Production,Factory,Q3,September,Illinois,Champaign,89.85
