State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Minnesota,Hastings,Air,Noise,-0.37
Minnesota,Hastings,Water,Light,9.48
Minnesota,Hastings,Soil,Thermal,9.16
Minnesota,Hastings,Air,Chemical,12.34
Minnesota,Hastings,Water,Surface water,16.98
Minnesota,Hastings,Soil,Oxygen-depletion,20.28
Minnesota,Hastings,Air,Inferior Irrigation,22.54
Minnesota,Hastings,Water,Industrial,24.75
Minnesota,Hastings,Soil,Inorganic Fertilizers,27.24
Minnesota,Hastings,Air,Solid Waste,28.18
Minnesota,Hastings,Water,Urban Activities,29.35
Minnesota,Hastings,Soil,Noise,30.23
Minnesota,Hastings,Air,Light,29.87
Minnesota,Hastings,Water,Thermal,34.9
Minnesota,Hastings,Soil,Chemical,-93.93
Florida,Rochester,Air,Noise,-92.38
Florida,Rochester,Water,Light,-91.72
Florida,Rochester,Soil,Thermal,38.58
Florida,Rochester,Air,Chemical,39.07
Florida,Rochester,Water,Surface water,42.69
Florida,Rochester,Soil,Oxygen-depletion,45.96
Florida,Rochester,Air,Inferior Irrigation,45.03
Florida,Rochester,Water,Industrial,47.01
Florida,Rochester,Soil,Inorganic Fertilizers,-81.3
Florida,Rochester,Air,Solid Waste,-80.87
Florida,Rochester,Water,Urban Activities,-80.23
Florida,Rochester,Soil,Noise,-77.6
Florida,Rochester,Air,Light,-76.39
Florida,Rochester,Water,Thermal,-76.14
Florida,Rochester,Soil,Chemical,53.51
Minnesota,Minneapolis,Air,Noise,-72.41
Minnesota,Minneapolis,Water,Light,57.97
Minnesota,Minneapolis,Soil,Thermal,57.78
Minnesota,Minneapolis,Air,Chemical,59.32
Minnesota,Minneapolis,Water,Surface water,60.11
Minnesota,Minneapolis,Soil,Oxygen-depletion,57.69
Minnesota,Minneapolis,Air,Inferior Irrigation,-64.74
Minnesota,Minneapolis,Water,Industrial,67.74
Minnesota,Minneapolis,Soil,Inorganic Fertilizers,67.28
Minnesota,Minneapolis,Air,Solid Waste,-59.23
Minnesota,Minneapolis,Water,Urban Activities,-61.24
Minnesota,Minneapolis,Soil,Noise,-57.93
Minnesota,Minneapolis,Air,Light,-56.61
Minnesota,Minneapolis,Water,Thermal,73.67
Minnesota,Minneapolis,Soil,Chemical,-56.33
Florida,Fort Lauderdale,Air,Noise,-56.16
Florida,Fort Lauderdale,Water,Light,67.23
Florida,Fort Lauderdale,Soil,Thermal,-60.62
Florida,Fort Lauderdale,Air,Chemical,-61.44
Florida,Fort Lauderdale,Water,Surface water,-61.18
Florida,Fort Lauderdale,Soil,Oxygen-depletion,82.02
Florida,Fort Lauderdale,Air,Inferior Irrigation,84.2
Florida,Fort Lauderdale,Water,Industrial,-44.4
Florida,Fort Lauderdale,Soil,Inorganic Fertilizers,90.75
Florida,Fort Lauderdale,Air,Solid Waste,91.02
Florida,Fort Lauderdale,Water,Urban Activities,92.26
Florida,Fort Lauderdale,Soil,Noise,-38.74
Florida,Fort Lauderdale,Air,Light,94.63
Florida,Fort Lauderdale,Water,Thermal,-33.13
Florida,Fort Lauderdale,Soil,Chemical,-32.8
Minnesota,Tampa,Air,Noise,97.8
Minnesota,Tampa,Water,Light,95.29
Minnesota,Tampa,Soil,Thermal,98.7
Minnesota,Tampa,Air,Chemical,-28.9
Minnesota,Tampa,Water,Surface water,-27.02
Minnesota,Tampa,Soil,Oxygen-depletion,98.33
Minnesota,Tampa,Air,Inferior Irrigation,96.6
Minnesota,Tampa,Water,Industrial,-32.96
Minnesota,Tampa,Soil,Inorganic Fertilizers,70.82
Minnesota,Tampa,Air,Solid Waste,-25.52
Minnesota,Tampa,Water,Urban Activities,-20.77
Minnesota,Tampa,Soil,Noise,-20.17
Minnesota,Tampa,Air,Light,-11.06
Minnesota,Tampa,Water,Thermal,-9.04
Minnesota,Tampa,Soil,Chemical,-4.86
