Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q1,March,Minnesota,Rochester,3.75
Production,Workshop,Q4,January,Georgia,Washington,8.05
Production,Workshop,Q3,February,Minnesota,Columbus,9.06
Production,Workshop,Q1,November,Georgia,Rochester,10.84
Production,Workshop,Q4,December,Minnesota,Washington,9.87
Production,Workshop,Q3,August,Georgia,Columbus,12.44
Production,Workshop,Q1,September,Minnesota,Rochester,16.67
Production,Workshop,Q4,July,Georgia,Washington,16.14
Production,Workshop,Q3,March,Minnesota,Columbus,18.96
Service,Factory,Q1,March,Minnesota,Rochester,18.13
Service,Factory,Q4,January,Georgia,Washington,20.7
Service,Factory,Q3,February,Minnesota,Columbus,23.18
Service,Factory,Q1,November,Georgia,Rochester,23.28
Service,Factory,Q4,December,Minnesota,Washington,23.17
Service,Factory,Q3,August,Georgia,Columbus,29.78
Service,Factory,Q1,September,Minnesota,Rochester,29.33
Service,Factory,Q4,July,Georgia,Washington,31.72
Service,Factory,Q3,March,Minnesota,Columbus,32.64
Production,School,Q1,March,Minnesota,Rochester,33.58
Production,School,Q4,January,Georgia,Washington,35.55
Production,School,Q3,February,Minnesota,Columbus,37.72
Production,School,Q1,November,Georgia,Rochester,39.6
Production,School,Q4,December,Minnesota,Washington,40.51
Production,School,Q3,August,Georgia,Columbus,49.66
Production,School,Q1,September,Minnesota,Rochester,54.04
Production,School,Q4,July,Georgia,Washington,55.22
Production,School,Q3,March,Minnesota,Columbus,56.68
Service,Library,Q1,March,Minnesota,Rochester,58.85
Service,Library,Q4,January,Georgia,Washington,60.81
Service,Library,Q3,February,Minnesota,Columbus,61.34
Service,Library,Q1,November,Georgia,Rochester,61.56
Service,Library,Q4,December,Minnesota,Washington,61.11
Service,Library,Q3,August,Georgia,Columbus,64.1
Service,Library,Q1,September,Minnesota,Rochester,67.76
Service,Library,Q4,July,Georgia,Washington,69.64
Service,Library,Q3,March,Minnesota,Columbus,72.45
Production,Administration,Q1,March,Minnesota,Rochester,73.66
Production,Administration,Q4,January,Georgia,Washington,77.13
Production,Administration,Q3,February,Minnesota,Columbus,78.27
Production,Administration,Q1,November,Georgia,Rochester,83.34
Production,Administration,Q4,December,Minnesota,Washington,83.77
Production,Administration,Q3,August,Georgia,Columbus,89.42
Production,Administration,Q1,September,Minnesota,Rochester,94.89
Production,Administration,Q4,July,Georgia,Washington,95.54
Production,Administration,Q3,March,Minnesota,Columbus,98.51
