Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2022,Cereals,Corn,832.36
Import,2022,Dairy,Wheat,451.74
Import,2022,Cereals,Rice,933.68
Import,2022,Dairy,Yoghurt,38.06
Import,2022,Cereals,Cream,811.17
Import,2022,Dairy,Corn,766.53
Import,2020,Cereals,Corn,720.56
Import,2020,Dairy,Wheat,945.92
Import,2020,Cereals,Rice,594.43
Import,2020,Dairy,Yoghurt,499.2
Import,2020,Cereals,Cream,884.61
Import,2020,Dairy,Corn,894.38
Import,2022,Cereals,Corn,529.8
Import,2022,Dairy,Wheat,404.71
Import,2022,Cereals,Rice,918.68
Import,2022,Dairy,Yoghurt,829.63
Import,2022,Cereals,Cream,350.54
Import,2022,Dairy,Corn,799.38
