Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,Florida,Fort Lauderdale,Wind,Calm,0.3
2019,Florida,Fort Lauderdale,Humidity,Breeze,1.97
2019,Florida,Fort Lauderdale,Wind,Storm,2.45
2019,Florida,Fort Lauderdale,Humidity,Medium,3.73
2019,Florida,Fort Lauderdale,Wind,High,2.88
2019,Florida,Fort Lauderdale,Humidity,Low,1.88
2015,Maryland,Tampa,Wind,Calm,6.94
2015,Maryland,Tampa,Humidity,Breeze,6.45
2015,Maryland,Tampa,Wind,Storm,8.52
2015,Maryland,Tampa,Humidity,Medium,7.3
2015,Maryland,Tampa,Wind,High,10.93
2015,Maryland,Tampa,Humidity,Low,12.54
2019,Florida,Aberdeen,Wind,Calm,13.12
2019,Florida,Aberdeen,Humidity,Breeze,16.25
2019,Florida,Aberdeen,Wind,Storm,17.52
2019,Florida,Aberdeen,Humidity,Medium,17.79
2019,Florida,Aberdeen,Wind,High,19.86
2019,Florida,Aberdeen,Humidity,Low,20.74
2015,Maryland,Columbia,Wind,Calm,22.57
2015,Maryland,Columbia,Humidity,Breeze,23.21
2015,Maryland,Columbia,Wind,Storm,24.24
2015,Maryland,Columbia,Humidity,Medium,23.94
2015,Maryland,Columbia,Wind,High,24.86
2015,Maryland,Columbia,Humidity,Low,0.02
