Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q4,October,California,Malibu,10.76
Residential,Apartment,Q1,November,Minnesota,Berkeley,13.92
Residential,Apartment,Q3,March,California,Hastings,17.35
Residential,Apartment,Q4,January,Minnesota,Malibu,22.28
Residential,Apartment,Q1,August,California,Berkeley,24.85
Residential,Apartment,Q3,September,Minnesota,Hastings,38.54
Residential,Apartment,Q4,July,California,Malibu,39.72
Residential,Apartment,Q1,October,Minnesota,Berkeley,41.31
Residential,Apartment,Q3,November,California,Hastings,43.14
Production,Hotel,Q4,October,California,Malibu,44.65
Production,Hotel,Q1,November,Minnesota,Berkeley,46.0
Production,Hotel,Q3,March,California,Hastings,46.5
Production,Hotel,Q4,January,Minnesota,Malibu,48.72
Production,Hotel,Q1,August,California,Berkeley,49.48
Production,Hotel,Q3,September,Minnesota,Hastings,52.95
Production,Hotel,Q4,July,California,Malibu,52.62
Production,Hotel,Q1,October,Minnesota,Berkeley,60.79
Production,Hotel,Q3,November,California,Hastings,60.88
Residential,Factory,Q4,October,California,Malibu,67.99
Residential,Factory,Q1,November,Minnesota,Berkeley,68.03
Residential,Factory,Q3,March,California,Hastings,67.92
Residential,Factory,Q4,January,Minnesota,Malibu,71.15
Residential,Factory,Q1,August,California,Berkeley,74.48
Residential,Factory,Q3,September,Minnesota,Hastings,77.55
Residential,Factory,Q4,July,California,Malibu,77.31
Residential,Factory,Q1,October,Minnesota,Berkeley,80.04
Residential,Factory,Q3,November,California,Hastings,82.35
Production,Workshop,Q4,October,California,Malibu,83.94
Production,Workshop,Q1,November,Minnesota,Berkeley,86.03
Production,Workshop,Q3,March,California,Hastings,89.36
Production,Workshop,Q4,January,Minnesota,Malibu,93.28
Production,Workshop,Q1,August,California,Berkeley,95.61
Production,Workshop,Q3,September,Minnesota,Hastings,96.49
Production,Workshop,Q4,July,California,Malibu,97.43
Production,Workshop,Q1,October,Minnesota,Berkeley,98.18
Production,Workshop,Q3,November,California,Hastings,99.6
