Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q1,February,6.31
Production,Workshop,Q4,January,7.86
Production,Workshop,Q2,December,12.23
Production,Workshop,Q1,October,16.07
Production,Workshop,Q4,May,23.32
Production,Workshop,Q2,April,29.52
Residential,Factory,Q1,February,29.02
Residential,Factory,Q4,January,32.32
Residential,Factory,Q2,December,42.94
Residential,Factory,Q1,October,42.76
Residential,Factory,Q4,May,44.16
Residential,Factory,Q2,April,46.06
Culture,Apartment,Q1,February,49.33
Culture,Apartment,Q4,January,49.43
Culture,Apartment,Q2,December,59.42
Culture,Apartment,Q1,October,63.81
Culture,Apartment,Q4,May,66.05
Culture,Apartment,Q2,April,70.85
Production,House,Q1,February,72.26
Production,House,Q4,January,73.7
Production,House,Q2,December,75.19
Production,House,Q1,October,77.83
Production,House,Q4,May,79.77
Production,House,Q2,April,80.13
Residential,Theatre,Q1,February,84.54
Residential,Theatre,Q4,January,85.71
Residential,Theatre,Q2,December,84.87
Residential,Theatre,Q1,October,88.86
Residential,Theatre,Q4,May,91.27
Residential,Theatre,Q2,April,92.23
Culture,Concert,Q1,February,93.16
Culture,Concert,Q4,January,94.23
Culture,Concert,Q2,December,95.91
Culture,Concert,Q1,October,92.12
Culture,Concert,Q4,May,97.09
Culture,Concert,Q2,April,97.65
