Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q3,August,1.45
Culture,Theatre,Q2,September,5.8
Culture,Theatre,Q3,July,9.93
Culture,Theatre,Q2,April,14.57
Culture,Theatre,Q3,May,16.45
Culture,Theatre,Q2,June,20.75
Production,Museum,Q3,August,23.9
Production,Museum,Q2,September,23.97
Production,Museum,Q3,July,26.11
Production,Museum,Q2,April,27.1
Production,Museum,Q3,May,31.55
Production,Museum,Q2,June,33.24
Residential,Workshop,Q3,August,33.53
Residential,Workshop,Q2,September,35.91
Residential,Workshop,Q3,July,41.02
Residential,Workshop,Q2,April,43.78
Residential,Workshop,Q3,May,44.38
Residential,Workshop,Q2,June,45.19
Culture,Factory,Q3,August,44.19
Culture,Factory,Q2,September,43.02
Culture,Factory,Q3,July,48.14
Culture,Factory,Q2,April,48.12
Culture,Factory,Q3,May,50.18
Culture,Factory,Q2,June,50.79
Production,Apartment,Q3,August,53.16
Production,Apartment,Q2,September,54.19
Production,Apartment,Q3,July,57.53
Production,Apartment,Q2,April,58.75
Production,Apartment,Q3,May,59.72
Production,Apartment,Q2,June,61.67
Residential,Hotel,Q3,August,61.13
Residential,Hotel,Q2,September,62.69
Residential,Hotel,Q3,July,63.84
Residential,Hotel,Q2,April,65.9
Residential,Hotel,Q3,May,71.49
Residential,Hotel,Q2,June,72.87
Culture,House,Q3,August,76.86
Culture,House,Q2,September,76.4
Culture,House,Q3,July,79.24
Culture,House,Q2,April,94.1
Culture,House,Q3,May,95.88
Culture,House,Q2,June,96.99
