Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2016,Beverage,Juice,538.47
Export,2016,Meat,Coffee,410.5
Export,2016,Beverage,Soda,156.95
Export,2016,Meat,Beef,300.08
Export,2016,Beverage,Lamb,47.05
Export,2016,Meat,Juice,567.19
Export,2018,Beverage,Juice,952.72
Export,2018,Meat,Coffee,581.83
Export,2018,Beverage,Soda,587.64
Export,2018,Meat,Beef,332.91
Export,2018,Beverage,Lamb,726.86
Export,2018,Meat,Juice,217.19
Export,2015,Beverage,Juice,858.0
Export,2015,Meat,Coffee,249.58
Export,2015,Beverage,Soda,232.22
Export,2015,Meat,Beef,236.74
Export,2015,Beverage,Lamb,497.35
Export,2015,Meat,Juice,242.2
Export,2016,Beverage,Juice,370.33
Export,2016,Meat,Coffee,372.48
Export,2016,Beverage,Soda,761.3
Export,2016,Meat,Beef,508.21
Export,2016,Beverage,Lamb,509.11
Export,2016,Meat,Juice,383.6
