State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Salem,Air,Noise,0.94
Oregon,Salem,Soil,Thermal,2.62
Oregon,Salem,Water,Light,4.65
Oregon,Salem,Air,Inferior Irrigation,5.46
Oregon,Salem,Soil,Inorganic Fertilizers,6.38
Oregon,Salem,Water,Industrial,6.12
Oregon,Salem,Air,Solid Waste,8.15
Oregon,Salem,Soil,Chemical,7.83
Oregon,Salem,Water,Surface water,16.87
Oregon,Salem,Air,Groundwater,19.61
Oregon,Salem,Soil,Oxygen-depletion,20.84
Oregon,Salem,Water,Noise,21.93
Michigan,Redmond,Air,Noise,22.57
Michigan,Redmond,Soil,Thermal,22.08
Michigan,Redmond,Water,Light,24.72
Michigan,Redmond,Air,Inferior Irrigation,25.89
Michigan,Redmond,Soil,Inorganic Fertilizers,26.97
Michigan,Redmond,Water,Industrial,26.95
Michigan,Redmond,Air,Solid Waste,28.9
Michigan,Redmond,Soil,Chemical,32.52
Michigan,Redmond,Water,Surface water,33.7
Michigan,Redmond,Air,Groundwater,35.56
Michigan,Redmond,Soil,Oxygen-depletion,37.49
Michigan,Redmond,Water,Noise,38.6
Minnesota,Portland,Air,Noise,37.01
Minnesota,Portland,Soil,Thermal,39.17
Minnesota,Portland,Water,Light,44.28
Minnesota,Portland,Air,Inferior Irrigation,48.63
Minnesota,Portland,Soil,Inorganic Fertilizers,48.03
Minnesota,Portland,Water,Industrial,54.64
Minnesota,Portland,Air,Solid Waste,60.98
Minnesota,Portland,Soil,Chemical,62.65
Minnesota,Portland,Water,Surface water,68.77
Minnesota,Portland,Air,Groundwater,75.85
Minnesota,Portland,Soil,Oxygen-depletion,84.9
Minnesota,Portland,Water,Noise,85.25
Oregon,Port Huron,Air,Noise,88.99
Oregon,Port Huron,Soil,Thermal,90.43
Oregon,Port Huron,Water,Light,91.84
Oregon,Port Huron,Air,Inferior Irrigation,93.37
Oregon,Port Huron,Soil,Inorganic Fertilizers,95.74
Oregon,Port Huron,Water,Industrial,98.02
Oregon,Port Huron,Air,Solid Waste,-97.62
Oregon,Port Huron,Soil,Chemical,-97.22
Oregon,Port Huron,Water,Surface water,-96.51
Oregon,Port Huron,Air,Groundwater,-94.79
Oregon,Port Huron,Soil,Oxygen-depletion,-94.51
Oregon,Port Huron,Water,Noise,-97.19
Michigan,Detroit,Air,Noise,-91.58
Michigan,Detroit,Soil,Thermal,-88.47
Michigan,Detroit,Water,Light,-87.79
Michigan,Detroit,Air,Inferior Irrigation,-84.78
Michigan,Detroit,Soil,Inorganic Fertilizers,-83.21
Michigan,Detroit,Water,Industrial,-82.14
Michigan,Detroit,Air,Solid Waste,-80.17
Michigan,Detroit,Soil,Chemical,-77.62
Michigan,Detroit,Water,Surface water,-75.22
Michigan,Detroit,Air,Groundwater,-74.48
Michigan,Detroit,Soil,Oxygen-depletion,-70.89
Michigan,Detroit,Water,Noise,-62.29
Minnesota,Minneapolis,Air,Noise,-62.9
Minnesota,Minneapolis,Soil,Thermal,-62.52
Minnesota,Minneapolis,Water,Light,-59.13
Minnesota,Minneapolis,Air,Inferior Irrigation,-59.94
Minnesota,Minneapolis,Soil,Inorganic Fertilizers,-57.65
Minnesota,Minneapolis,Water,Industrial,-56.48
Minnesota,Minneapolis,Air,Solid Waste,-58.26
Minnesota,Minneapolis,Soil,Chemical,-53.2
Minnesota,Minneapolis,Water,Surface water,-49.11
Minnesota,Minneapolis,Air,Groundwater,-49.31
Minnesota,Minneapolis,Soil,Oxygen-depletion,-48.37
Minnesota,Minneapolis,Water,Noise,-47.59
Oregon,Hastings,Air,Noise,-48.89
Oregon,Hastings,Soil,Thermal,-48.93
Oregon,Hastings,Water,Light,-46.79
Oregon,Hastings,Air,Inferior Irrigation,-47.15
Oregon,Hastings,Soil,Inorganic Fertilizers,-46.26
Oregon,Hastings,Water,Industrial,-40.96
Oregon,Hastings,Air,Solid Waste,-39.45
Oregon,Hastings,Soil,Chemical,-38.29
Oregon,Hastings,Water,Surface water,-35.01
Oregon,Hastings,Air,Groundwater,-31.94
Oregon,Hastings,Soil,Oxygen-depletion,-30.41
Oregon,Hastings,Water,Noise,-27.2
Michigan,Rochester,Air,Noise,-26.81
Michigan,Rochester,Soil,Thermal,-26.84
Michigan,Rochester,Water,Light,-24.11
Michigan,Rochester,Air,Inferior Irrigation,-23.06
Michigan,Rochester,Soil,Inorganic Fertilizers,-22.85
Michigan,Rochester,Water,Industrial,-16.22
Michigan,Rochester,Air,Solid Waste,-15.76
Michigan,Rochester,Soil,Chemical,-15.17
Michigan,Rochester,Water,Surface water,-10.11
Michigan,Rochester,Air,Groundwater,-8.17
Michigan,Rochester,Soil,Oxygen-depletion,-7.55
Michigan,Rochester,Water,Noise,-3.72
