Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2015,Q3,Dairy,Cheese,256.69
Export,2015,Q3,Beverage,Cream,384.23
Export,2015,Q3,Dairy,Tea,514.42
Export,2015,Q3,Beverage,Coffee,901.03
Export,2015,Q3,Dairy,Soda,647.51
Export,2015,Q3,Beverage,Cheese,408.18
Export,2021,Q3,Dairy,Cheese,792.98
Export,2021,Q3,Beverage,Cream,153.25
Export,2021,Q3,Dairy,Tea,676.83
Export,2021,Q3,Beverage,Coffee,677.96
Export,2021,Q3,Dairy,Soda,424.02
Export,2021,Q3,Beverage,Cheese,47.32
Export,2018,Q3,Dairy,Cheese,48.1
Export,2018,Q3,Beverage,Cream,944.19
Export,2018,Q3,Dairy,Tea,53.54
Export,2018,Q3,Beverage,Coffee,826.66
Export,2018,Q3,Dairy,Soda,188.13
Export,2018,Q3,Beverage,Cheese,960.05
Export,2015,Q3,Dairy,Cheese,196.5
Export,2015,Q3,Beverage,Cream,457.78
Export,2015,Q3,Dairy,Tea,716.64
Export,2015,Q3,Beverage,Coffee,78.2
Export,2015,Q3,Dairy,Soda,479.57
Export,2015,Q3,Beverage,Cheese,864.86
Export,2021,Q3,Dairy,Cheese,868.29
Export,2021,Q3,Beverage,Cream,485.47
Export,2021,Q3,Dairy,Tea,487.05
Export,2021,Q3,Beverage,Coffee,117.63
Export,2021,Q3,Dairy,Soda,891.72
Export,2021,Q3,Beverage,Cheese,766.76
