Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Minnesota,Hastings,Wind,Storm,0.39
2015,Minnesota,Hastings,Temperature,Breeze,1.97
2015,Minnesota,Hastings,Wind,Calm,2.79
2015,Minnesota,Hastings,Temperature,21-30,3.58
2015,Minnesota,Hastings,Wind,11-20,4.0
2015,Minnesota,Hastings,Temperature,31-40,5.38
2017,California,Minneapolis,Wind,Storm,6.88
2017,California,Minneapolis,Temperature,Breeze,7.56
2017,California,Minneapolis,Wind,Calm,8.23
2017,California,Minneapolis,Temperature,21-30,2.47
2017,California,Minneapolis,Wind,11-20,10.71
2017,California,Minneapolis,Temperature,31-40,10.81
2015,Georgia,Malibu,Wind,Storm,8.45
2015,Georgia,Malibu,Temperature,Breeze,7.88
2015,Georgia,Malibu,Wind,Calm,14.88
2015,Georgia,Malibu,Temperature,21-30,15.73
2015,Georgia,Malibu,Wind,11-20,13.02
2015,Georgia,Malibu,Temperature,31-40,11.84
2017,Minnesota,San Francisco,Wind,Storm,18.19
2017,Minnesota,San Francisco,Temperature,Breeze,18.15
2017,Minnesota,San Francisco,Wind,Calm,19.69
2017,Minnesota,San Francisco,Temperature,21-30,18.67
2017,Minnesota,San Francisco,Wind,11-20,20.94
2017,Minnesota,San Francisco,Temperature,31-40,23.06
2015,California,Los-Angeles,Wind,Storm,24.51
2015,California,Los-Angeles,Temperature,Breeze,19.76
2015,California,Los-Angeles,Wind,Calm,23.71
2015,California,Los-Angeles,Temperature,21-30,20.61
2015,California,Los-Angeles,Wind,11-20,26.08
2015,California,Los-Angeles,Temperature,31-40,5.48
2017,Georgia,Albany,Wind,Storm,23.01
2017,Georgia,Albany,Temperature,Breeze,7.42
2017,Georgia,Albany,Wind,Calm,9.38
2017,Georgia,Albany,Temperature,21-30,10.51
2017,Georgia,Albany,Wind,11-20,10.45
2017,Georgia,Albany,Temperature,31-40,10.36
2015,Minnesota,Washington,Wind,Storm,11.89
2015,Minnesota,Washington,Temperature,Breeze,16.84
2015,Minnesota,Washington,Wind,Calm,0.8
2015,Minnesota,Washington,Temperature,21-30,1.39
2015,Minnesota,Washington,Wind,11-20,6.81
2015,Minnesota,Washington,Temperature,31-40,20.83
