Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2016,Humidity,Medium,1.16
2016,Wind,High,2.46
2016,Temperature,Breeze,3.35
2016,Humidity,Storm,4.5
2016,Wind,Calm,4.23
2016,Temperature,31-40,5.46
2016,Humidity,0-10,3.7
2016,Wind,Medium,8.18
2016,Temperature,High,10.41
2015,Humidity,Medium,10.0
2015,Wind,High,11.82
2015,Temperature,Breeze,10.61
2015,Humidity,Storm,14.75
2015,Wind,Calm,16.86
2015,Temperature,31-40,18.96
2015,Humidity,0-10,23.98
2015,Wind,Medium,21.11
2015,Temperature,High,23.81
