Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q2,May,Michigan,Flint,9.79
Culture,Museum,Q3,April,Oregon,Salem,10.26
Culture,Museum,Q2,September,Michigan,Flint,10.28
Culture,Museum,Q3,July,Oregon,Salem,14.7
Residential,Theatre,Q2,May,Michigan,Flint,19.06
Residential,Theatre,Q3,April,Oregon,Salem,22.84
Residential,Theatre,Q2,September,Michigan,Flint,36.71
Residential,Theatre,Q3,July,Oregon,Salem,40.85
Culture,Concert,Q2,May,Michigan,Flint,41.02
Culture,Concert,Q3,April,Oregon,Salem,43.23
Culture,Concert,Q2,September,Michigan,Flint,45.04
Culture,Concert,Q3,July,Oregon,Salem,53.34
Residential,Apartment,Q2,May,Michigan,Flint,53.7
Residential,Apartment,Q3,April,Oregon,Salem,66.43
Residential,Apartment,Q2,September,Michigan,Flint,69.31
Residential,Apartment,Q3,July,Oregon,Salem,69.85
Culture,Hotel,Q2,May,Michigan,Flint,72.44
Culture,Hotel,Q3,April,Oregon,Salem,79.64
Culture,Hotel,Q2,September,Michigan,Flint,94.96
Culture,Hotel,Q3,July,Oregon,Salem,94.08
