Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2019,Q3,Meat,Camel,517.07
Export,2019,Q3,Dairy,Duck,396.21
Export,2019,Q3,Cereals,Beef,269.67
Export,2019,Q3,Meat,Butter,142.72
Export,2019,Q3,Dairy,Cheese,660.53
Export,2019,Q3,Cereals,Milk,793.64
Export,2019,Q3,Meat,Seeds,286.06
Export,2019,Q3,Dairy,Oats,670.5
Export,2019,Q3,Cereals,Camel,673.53
Export,2022,Q3,Meat,Camel,290.4
Export,2022,Q3,Dairy,Duck,420.39
Export,2022,Q3,Cereals,Beef,550.99
Export,2022,Q3,Meat,Butter,937.24
Export,2022,Q3,Dairy,Cheese,554.29
Export,2022,Q3,Cereals,Milk,556.95
Export,2022,Q3,Meat,Seeds,433.23
Export,2022,Q3,Dairy,Oats,946.53
Export,2022,Q3,Cereals,Camel,820.66
Export,2015,Q3,Meat,Camel,311.6
Export,2015,Q3,Dairy,Duck,823.44
Export,2015,Q3,Cereals,Beef,184.41
Export,2015,Q3,Meat,Butter,58.93
Export,2015,Q3,Dairy,Cheese,697.03
Export,2015,Q3,Cereals,Milk,60.22
Export,2015,Q3,Meat,Seeds,62.71
Export,2015,Q3,Dairy,Oats,328.1
Export,2015,Q3,Cereals,Camel,461.15
Export,2019,Q3,Meat,Camel,720.44
Export,2019,Q3,Dairy,Duck,337.42
Export,2019,Q3,Cereals,Beef,981.54
Export,2019,Q3,Meat,Butter,861.1
Export,2019,Q3,Dairy,Cheese,989.09
Export,2019,Q3,Cereals,Milk,353.34
Export,2019,Q3,Meat,Seeds,354.17
Export,2019,Q3,Dairy,Oats,484.62
Export,2019,Q3,Cereals,Camel,359.49
Export,2022,Q3,Meat,Camel,231.39
Export,2022,Q3,Dairy,Duck,105.83
Export,2022,Q3,Cereals,Beef,490.21
Export,2022,Q3,Meat,Butter,491.36
Export,2022,Q3,Dairy,Cheese,364.15
Export,2022,Q3,Cereals,Milk,493.2
Export,2022,Q3,Meat,Seeds,112.01
Export,2022,Q3,Dairy,Oats,118.13
Export,2022,Q3,Cereals,Camel,383.36
