State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Massachusetts,Cambridge,Air,Thermal,13.5
Massachusetts,Cambridge,Water,Noise,18.52
Massachusetts,Cambridge,Soil,Groundwater,23.99
Massachusetts,Cambridge,Air,Oxygen-depletion,24.58
Massachusetts,Cambridge,Water,Surface water,25.57
Massachusetts,Cambridge,Soil,Chemical,25.4
Massachusetts,Cambridge,Air,Solid Waste,23.7
Massachusetts,Cambridge,Water,Inferior Irrigation,29.62
Massachusetts,Cambridge,Soil,Thermal,30.07
Massachusetts,Cambridge,Air,Noise,34.13
Massachusetts,Cambridge,Water,Groundwater,35.78
Massachusetts,Cambridge,Soil,Oxygen-depletion,40.43
Nevada,Boston,Air,Thermal,41.28
Nevada,Boston,Water,Noise,40.51
Nevada,Boston,Soil,Groundwater,43.18
Nevada,Boston,Air,Oxygen-depletion,48.88
Nevada,Boston,Water,Surface water,49.8
Nevada,Boston,Soil,Chemical,54.73
Nevada,Boston,Air,Solid Waste,55.83
Nevada,Boston,Water,Inferior Irrigation,56.33
Nevada,Boston,Soil,Thermal,57.72
Nevada,Boston,Air,Noise,58.85
Nevada,Boston,Water,Groundwater,57.43
Nevada,Boston,Soil,Oxygen-depletion,58.2
Florida,Lenox,Air,Thermal,61.43
Florida,Lenox,Water,Noise,62.33
Florida,Lenox,Soil,Groundwater,63.39
Florida,Lenox,Air,Oxygen-depletion,63.58
Florida,Lenox,Water,Surface water,61.25
Florida,Lenox,Soil,Chemical,66.24
Florida,Lenox,Air,Solid Waste,72.58
Florida,Lenox,Water,Inferior Irrigation,75.54
Florida,Lenox,Soil,Thermal,79.89
Florida,Lenox,Air,Noise,89.21
Florida,Lenox,Water,Groundwater,89.25
Florida,Lenox,Soil,Oxygen-depletion,91.08
Massachusetts,Las Vegas,Air,Thermal,92.96
Massachusetts,Las Vegas,Water,Noise,89.6
Massachusetts,Las Vegas,Soil,Groundwater,94.65
Massachusetts,Las Vegas,Air,Oxygen-depletion,96.9
Massachusetts,Las Vegas,Water,Surface water,97.35
Massachusetts,Las Vegas,Soil,Chemical,99.79
Massachusetts,Las Vegas,Air,Solid Waste,-72.96
Massachusetts,Las Vegas,Water,Inferior Irrigation,-0.45
Massachusetts,Las Vegas,Soil,Thermal,-99.05
Massachusetts,Las Vegas,Air,Noise,-97.98
Massachusetts,Las Vegas,Water,Groundwater,-91.18
Massachusetts,Las Vegas,Soil,Oxygen-depletion,-86.8
Nevada,Boulder City,Air,Thermal,-86.55
Nevada,Boulder City,Water,Noise,-82.48
Nevada,Boulder City,Soil,Groundwater,-81.58
Nevada,Boulder City,Air,Oxygen-depletion,-72.52
Nevada,Boulder City,Water,Surface water,-72.38
Nevada,Boulder City,Soil,Chemical,-71.56
Nevada,Boulder City,Air,Solid Waste,-69.34
Nevada,Boulder City,Water,Inferior Irrigation,-68.18
Nevada,Boulder City,Soil,Thermal,-68.21
Nevada,Boulder City,Air,Noise,-66.1
Nevada,Boulder City,Water,Groundwater,-68.9
Nevada,Boulder City,Soil,Oxygen-depletion,-65.51
Florida,Fort Lauderdale,Air,Thermal,-63.81
Florida,Fort Lauderdale,Water,Noise,-70.52
Florida,Fort Lauderdale,Soil,Groundwater,-59.33
Florida,Fort Lauderdale,Air,Oxygen-depletion,-58.92
Florida,Fort Lauderdale,Water,Surface water,-59.75
Florida,Fort Lauderdale,Soil,Chemical,-53.83
Florida,Fort Lauderdale,Air,Solid Waste,-48.16
Florida,Fort Lauderdale,Water,Inferior Irrigation,-47.52
Florida,Fort Lauderdale,Soil,Thermal,-9.14
Florida,Fort Lauderdale,Air,Noise,-39.36
Florida,Fort Lauderdale,Water,Groundwater,-36.51
Florida,Fort Lauderdale,Soil,Oxygen-depletion,-32.74
Massachusetts,Tampa,Air,Thermal,-32.76
Massachusetts,Tampa,Water,Noise,-29.47
Massachusetts,Tampa,Soil,Groundwater,-28.05
Massachusetts,Tampa,Air,Oxygen-depletion,-25.34
Massachusetts,Tampa,Water,Surface water,-25.71
Massachusetts,Tampa,Soil,Chemical,-21.35
Massachusetts,Tampa,Air,Solid Waste,-18.59
Massachusetts,Tampa,Water,Inferior Irrigation,-12.87
Massachusetts,Tampa,Soil,Thermal,-12.57
Massachusetts,Tampa,Air,Noise,-12.24
Massachusetts,Tampa,Water,Groundwater,-9.32
Massachusetts,Tampa,Soil,Oxygen-depletion,-1.52
