Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2018,Wind,Storm,26.43
2018,Humidity,Breeze,3.36
2018,Temperature,Calm,5.29
2018,Wind,High,6.49
2018,Humidity,Medium,26.7
2018,Temperature,Low,8.53
2018,Wind,0-10,10.52
2018,Humidity,21-30,11.78
2018,Temperature,Storm,11.17
2015,Wind,Storm,13.44
2015,Humidity,Breeze,12.61
2015,Temperature,Calm,20.8
2015,Wind,High,21.3
2015,Humidity,Medium,22.51
2015,Temperature,Low,20.42
2015,Wind,0-10,24.0
2015,Humidity,21-30,24.99
2015,Temperature,Storm,26.02
