Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q1,March,4.98
Culture,Theatre,Q2,February,5.82
Culture,Theatre,Q4,May,6.0
Culture,Theatre,Q1,June,7.59
Culture,Theatre,Q2,April,7.82
Culture,Theatre,Q4,November,7.18
Culture,Theatre,Q1,December,11.32
Culture,Theatre,Q2,October,18.24
Culture,Theatre,Q4,March,20.61
Production,Museum,Q1,March,21.08
Production,Museum,Q2,February,22.23
Production,Museum,Q4,May,24.09
Production,Museum,Q1,June,25.55
Production,Museum,Q2,April,28.36
Production,Museum,Q4,November,29.48
Production,Museum,Q1,December,34.14
Production,Museum,Q2,October,34.32
Production,Museum,Q4,March,36.03
Residential,Workshop,Q1,March,36.65
Residential,Workshop,Q2,February,42.15
Residential,Workshop,Q4,May,43.87
Residential,Workshop,Q1,June,43.33
Residential,Workshop,Q2,April,45.55
Residential,Workshop,Q4,November,44.42
Residential,Workshop,Q1,December,47.39
Residential,Workshop,Q2,October,49.64
Residential,Workshop,Q4,March,49.72
Culture,Factory,Q1,March,51.5
Culture,Factory,Q2,February,52.76
Culture,Factory,Q4,May,55.9
Culture,Factory,Q1,June,55.08
Culture,Factory,Q2,April,58.92
Culture,Factory,Q4,November,61.19
Culture,Factory,Q1,December,62.58
Culture,Factory,Q2,October,62.75
Culture,Factory,Q4,March,63.52
Production,Hotel,Q1,March,66.21
Production,Hotel,Q2,February,67.57
Production,Hotel,Q4,May,68.5
Production,Hotel,Q1,June,69.56
Production,Hotel,Q2,April,70.59
Production,Hotel,Q4,November,71.5
Production,Hotel,Q1,December,71.88
Production,Hotel,Q2,October,74.29
Production,Hotel,Q4,March,78.85
Residential,Apartment,Q1,March,79.43
Residential,Apartment,Q2,February,86.48
Residential,Apartment,Q4,May,92.18
Residential,Apartment,Q1,June,93.14
Residential,Apartment,Q2,April,94.03
Residential,Apartment,Q4,November,93.57
Residential,Apartment,Q1,December,93.72
Residential,Apartment,Q2,October,97.49
Residential,Apartment,Q4,March,99.16
