Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Dairy,Butter,384.25
Export,2020,Beverage,Milk,928.72
Export,2020,Dairy,Coffee,450.59
Export,2020,Beverage,Tea,223.39
Export,2020,Dairy,Soda,996.62
Export,2020,Beverage,Butter,933.31
Export,2019,Dairy,Butter,102.72
Export,2019,Beverage,Milk,966.94
Export,2019,Dairy,Coffee,873.52
Export,2019,Beverage,Tea,908.57
Export,2019,Dairy,Soda,206.83
Export,2019,Beverage,Butter,528.53
Export,2020,Dairy,Butter,753.98
Export,2020,Beverage,Milk,379.82
Export,2020,Dairy,Coffee,277.37
Export,2020,Beverage,Tea,405.09
Export,2020,Dairy,Soda,763.64
Export,2020,Beverage,Butter,799.4
