Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2020,Nevada,Las Vegas,Wind,Storm,0.28
2020,Nevada,Las Vegas,Temperature,Calm,1.02
2020,Nevada,Las Vegas,Wind,31-40,2.5
2020,Nevada,Las Vegas,Temperature,11-20,3.53
2018,Florida,Boulder City,Wind,Storm,3.86
2018,Florida,Boulder City,Temperature,Calm,0.59
2018,Florida,Boulder City,Wind,31-40,6.68
2018,Florida,Boulder City,Temperature,11-20,6.39
2022,California,Fort Lauderdale,Wind,Storm,8.42
2022,California,Fort Lauderdale,Temperature,Calm,8.37
2022,California,Fort Lauderdale,Wind,31-40,12.82
2022,California,Fort Lauderdale,Temperature,11-20,15.91
2020,Nevada,Tampa,Wind,Storm,17.07
2020,Nevada,Tampa,Temperature,Calm,18.07
2020,Nevada,Tampa,Wind,31-40,19.29
2020,Nevada,Tampa,Temperature,11-20,19.91
2018,Florida,San Francisco,Wind,Storm,21.85
2018,Florida,San Francisco,Temperature,Calm,22.51
2018,Florida,San Francisco,Wind,31-40,21.46
2018,Florida,San Francisco,Temperature,11-20,20.1
2022,California,Malibu,Wind,Storm,21.57
2022,California,Malibu,Temperature,Calm,21.59
2022,California,Malibu,Wind,31-40,27.47
2022,California,Malibu,Temperature,11-20,19.53
