State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Michigan,Detroit,2021,Soil,Inferior Irrigation,3.95
Michigan,Detroit,2021,Water,Urban Activities,3.83
Michigan,Detroit,2021,Air,Surface water,5.18
Michigan,Detroit,2021,Soil,Groundwater,5.81
Michigan,Detroit,2021,Water,Chemical,13.02
Michigan,Detroit,2021,Air,Oxygen-depletion,27.07
Michigan,Detroit,2021,Soil,Noise,29.82
Michigan,Detroit,2021,Water,Light,30.43
Michigan,Detroit,2021,Air,Thermal,34.84
Michigan,Detroit,2021,Soil,Inferior Irrigation,34.68
Michigan,Detroit,2021,Water,Urban Activities,36.78
Michigan,Detroit,2021,Air,Surface water,35.69
Florida,Port Huron,2016,Soil,Inferior Irrigation,38.9
Florida,Port Huron,2016,Water,Urban Activities,43.4
Florida,Port Huron,2016,Air,Surface water,44.55
Florida,Port Huron,2016,Soil,Groundwater,44.91
Florida,Port Huron,2016,Water,Chemical,46.81
Florida,Port Huron,2016,Air,Oxygen-depletion,51.44
Florida,Port Huron,2016,Soil,Noise,53.51
Florida,Port Huron,2016,Water,Light,56.74
Florida,Port Huron,2016,Air,Thermal,61.75
Florida,Port Huron,2016,Soil,Inferior Irrigation,63.6
Florida,Port Huron,2016,Water,Urban Activities,63.77
Florida,Port Huron,2016,Air,Surface water,66.13
Illinois,Flint,2021,Soil,Inferior Irrigation,70.41
Illinois,Flint,2021,Water,Urban Activities,71.92
Illinois,Flint,2021,Air,Surface water,76.2
Illinois,Flint,2021,Soil,Groundwater,77.75
Illinois,Flint,2021,Water,Chemical,78.48
Illinois,Flint,2021,Air,Oxygen-depletion,79.96
Illinois,Flint,2021,Soil,Noise,80.59
Illinois,Flint,2021,Water,Light,76.97
Illinois,Flint,2021,Air,Thermal,78.21
Illinois,Flint,2021,Soil,Inferior Irrigation,82.7
Illinois,Flint,2021,Water,Urban Activities,85.19
Illinois,Flint,2021,Air,Surface water,93.83
Michigan,Fort Lauderdale,2016,Soil,Inferior Irrigation,96.06
Michigan,Fort Lauderdale,2016,Water,Urban Activities,97.68
Michigan,Fort Lauderdale,2016,Air,Surface water,98.41
Michigan,Fort Lauderdale,2016,Soil,Groundwater,-99.15
Michigan,Fort Lauderdale,2016,Water,Chemical,-99.17
Michigan,Fort Lauderdale,2016,Air,Oxygen-depletion,-88.45
Michigan,Fort Lauderdale,2016,Soil,Noise,-86.51
Michigan,Fort Lauderdale,2016,Water,Light,-86.45
Michigan,Fort Lauderdale,2016,Air,Thermal,-86.2
Michigan,Fort Lauderdale,2016,Soil,Inferior Irrigation,-84.88
Michigan,Fort Lauderdale,2016,Water,Urban Activities,-4.11
Michigan,Fort Lauderdale,2016,Air,Surface water,-80.35
Florida,Tampa,2021,Soil,Inferior Irrigation,-80.69
Florida,Tampa,2021,Water,Urban Activities,-77.1
Florida,Tampa,2021,Air,Surface water,-74.16
Florida,Tampa,2021,Soil,Groundwater,-72.07
Florida,Tampa,2021,Water,Chemical,-70.06
Florida,Tampa,2021,Air,Oxygen-depletion,-69.9
Florida,Tampa,2021,Soil,Noise,-67.66
Florida,Tampa,2021,Water,Light,-67.01
Florida,Tampa,2021,Air,Thermal,-66.53
Florida,Tampa,2021,Soil,Inferior Irrigation,-63.7
Florida,Tampa,2021,Water,Urban Activities,-62.11
Florida,Tampa,2021,Air,Surface water,-60.42
Illinois,Champaign,2016,Soil,Inferior Irrigation,-59.43
Illinois,Champaign,2016,Water,Urban Activities,-57.44
Illinois,Champaign,2016,Air,Surface water,-57.03
Illinois,Champaign,2016,Soil,Groundwater,-56.51
Illinois,Champaign,2016,Water,Chemical,-53.87
Illinois,Champaign,2016,Air,Oxygen-depletion,-51.2
Illinois,Champaign,2016,Soil,Noise,-49.51
Illinois,Champaign,2016,Water,Light,-48.61
Illinois,Champaign,2016,Air,Thermal,-49.85
Illinois,Champaign,2016,Soil,Inferior Irrigation,-47.43
Illinois,Champaign,2016,Water,Urban Activities,-48.09
Illinois,Champaign,2016,Air,Surface water,-41.87
Michigan,Chicago,2021,Soil,Inferior Irrigation,-34.96
Michigan,Chicago,2021,Water,Urban Activities,-30.65
Michigan,Chicago,2021,Air,Surface water,-25.68
Michigan,Chicago,2021,Soil,Groundwater,-24.05
Michigan,Chicago,2021,Water,Chemical,-24.21
Michigan,Chicago,2021,Air,Oxygen-depletion,-18.27
Michigan,Chicago,2021,Soil,Noise,-17.55
Michigan,Chicago,2021,Water,Light,-14.32
Michigan,Chicago,2021,Air,Thermal,-13.51
Michigan,Chicago,2021,Soil,Inferior Irrigation,-11.23
Michigan,Chicago,2021,Water,Urban Activities,-4.81
Michigan,Chicago,2021,Air,Surface water,-3.7
