Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q3,August,Florida,Fort Lauderdale,7.64
Service,School,Q4,September,Florida,Tampa,8.81
Service,School,Q2,July,Florida,Fort Lauderdale,7.46
Service,School,Q3,October,Florida,Tampa,11.74
Service,School,Q4,December,Florida,Fort Lauderdale,12.04
Service,School,Q2,April,Florida,Tampa,13.28
Service,School,Q3,May,Florida,Fort Lauderdale,14.33
Service,School,Q4,August,Florida,Tampa,11.31
Service,School,Q2,September,Florida,Fort Lauderdale,21.07
Residential,Administration,Q3,August,Florida,Fort Lauderdale,23.51
Residential,Administration,Q4,September,Florida,Tampa,23.45
Residential,Administration,Q2,July,Florida,Fort Lauderdale,24.53
Residential,Administration,Q3,October,Florida,Tampa,27.32
Residential,Administration,Q4,December,Florida,Fort Lauderdale,29.94
Residential,Administration,Q2,April,Florida,Tampa,30.15
Residential,Administration,Q3,May,Florida,Fort Lauderdale,31.64
Residential,Administration,Q4,August,Florida,Tampa,32.74
Residential,Administration,Q2,September,Florida,Fort Lauderdale,30.6
Service,Apartment,Q3,August,Florida,Fort Lauderdale,30.35
Service,Apartment,Q4,September,Florida,Tampa,35.63
Service,Apartment,Q2,July,Florida,Fort Lauderdale,36.23
Service,Apartment,Q3,October,Florida,Tampa,41.89
Service,Apartment,Q4,December,Florida,Fort Lauderdale,42.4
Service,Apartment,Q2,April,Florida,Tampa,43.24
Service,Apartment,Q3,May,Florida,Fort Lauderdale,44.63
Service,Apartment,Q4,August,Florida,Tampa,45.68
Service,Apartment,Q2,September,Florida,Fort Lauderdale,41.2
Residential,Hotel,Q3,August,Florida,Fort Lauderdale,54.33
Residential,Hotel,Q4,September,Florida,Tampa,55.78
Residential,Hotel,Q2,July,Florida,Fort Lauderdale,59.55
Residential,Hotel,Q3,October,Florida,Tampa,61.33
Residential,Hotel,Q4,December,Florida,Fort Lauderdale,63.68
Residential,Hotel,Q2,April,Florida,Tampa,67.35
Residential,Hotel,Q3,May,Florida,Fort Lauderdale,69.78
Residential,Hotel,Q4,August,Florida,Tampa,73.41
Residential,Hotel,Q2,September,Florida,Fort Lauderdale,78.39
Service,House,Q3,August,Florida,Fort Lauderdale,81.26
Service,House,Q4,September,Florida,Tampa,82.36
Service,House,Q2,July,Florida,Fort Lauderdale,84.7
Service,House,Q3,October,Florida,Tampa,85.67
Service,House,Q4,December,Florida,Fort Lauderdale,88.77
Service,House,Q2,April,Florida,Tampa,90.56
Service,House,Q3,May,Florida,Fort Lauderdale,95.8
Service,House,Q4,August,Florida,Tampa,98.36
Service,House,Q2,September,Florida,Fort Lauderdale,98.2
