Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2022,Meat,Lamb,642.52
Import,2022,Beverage,Pork,906.67
Import,2022,Meat,Tea,141.24
Import,2022,Beverage,Soda,655.32
Import,2022,Meat,Juice,20.45
Import,2022,Beverage,Lamb,282.92
Import,2021,Meat,Lamb,685.89
Import,2021,Beverage,Pork,49.64
Import,2021,Meat,Tea,818.48
Import,2021,Beverage,Soda,51.6
Import,2021,Meat,Juice,956.96
Import,2021,Beverage,Lamb,322.41
Import,2016,Meat,Lamb,70.58
Import,2016,Beverage,Pork,70.14
Import,2016,Meat,Tea,74.61
Import,2016,Beverage,Soda,847.9
Import,2016,Meat,Juice,87.25
Import,2016,Beverage,Lamb,89.66
Import,2022,Meat,Lamb,353.94
Import,2022,Beverage,Pork,98.83
Import,2022,Meat,Tea,993.05
Import,2022,Beverage,Soda,229.31
Import,2022,Meat,Juice,110.24
Import,2022,Beverage,Lamb,630.59
