State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Massachusetts,Lenox,Water,Surface water,13.87
Massachusetts,Lenox,Soil,Groundwater,14.7
Massachusetts,Lenox,Air,Chemical,16.3
Massachusetts,Lenox,Water,Oxygen-depletion,16.42
Massachusetts,Lenox,Soil,Inorganic Fertilizers,20.33
Massachusetts,Lenox,Air,Solid Waste,21.03
Massachusetts,Lenox,Water,Inferior Irrigation,25.93
Massachusetts,Lenox,Soil,Urban Activities,27.56
Massachusetts,Lenox,Air,Light,34.33
Massachusetts,Lenox,Water,Noise,-92.17
Massachusetts,Lenox,Soil,Thermal,-91.04
Massachusetts,Lenox,Air,Surface water,-90.49
California,Cambridge,Water,Surface water,-88.27
California,Cambridge,Soil,Groundwater,43.14
California,Cambridge,Air,Chemical,45.12
California,Cambridge,Water,Oxygen-depletion,-82.1
California,Cambridge,Soil,Inorganic Fertilizers,-81.92
California,Cambridge,Air,Solid Waste,-81.54
California,Cambridge,Water,Inferior Irrigation,49.65
California,Cambridge,Soil,Urban Activities,50.36
California,Cambridge,Air,Light,-78.52
California,Cambridge,Water,Noise,51.59
California,Cambridge,Soil,Thermal,53.11
California,Cambridge,Air,Surface water,51.88
Massachusetts,Boston,Water,Surface water,46.4
Massachusetts,Boston,Soil,Groundwater,56.25
Massachusetts,Boston,Air,Chemical,56.14
Massachusetts,Boston,Water,Oxygen-depletion,-68.42
Massachusetts,Boston,Soil,Inorganic Fertilizers,60.43
Massachusetts,Boston,Air,Solid Waste,62.26
Massachusetts,Boston,Water,Inferior Irrigation,-65.22
Massachusetts,Boston,Soil,Urban Activities,64.64
Massachusetts,Boston,Air,Light,-63.21
Massachusetts,Boston,Water,Noise,-62.51
Massachusetts,Boston,Soil,Thermal,-61.73
Massachusetts,Boston,Air,Surface water,68.54
California,Los-Angeles,Water,Surface water,69.37
California,Los-Angeles,Soil,Groundwater,68.26
California,Los-Angeles,Air,Chemical,-61.26
California,Los-Angeles,Water,Oxygen-depletion,75.38
California,Los-Angeles,Soil,Inorganic Fertilizers,-52.97
California,Los-Angeles,Air,Solid Waste,77.6
California,Los-Angeles,Water,Inferior Irrigation,79.59
California,Los-Angeles,Soil,Urban Activities,-48.19
California,Los-Angeles,Air,Light,81.71
California,Los-Angeles,Water,Noise,-47.55
California,Los-Angeles,Soil,Thermal,-49.38
California,Los-Angeles,Air,Surface water,79.38
Massachusetts,San Francisco,Water,Surface water,86.36
Massachusetts,San Francisco,Soil,Groundwater,91.18
Massachusetts,San Francisco,Air,Chemical,-36.53
Massachusetts,San Francisco,Water,Oxygen-depletion,95.0
Massachusetts,San Francisco,Soil,Inorganic Fertilizers,97.9
Massachusetts,San Francisco,Air,Solid Waste,97.04
Massachusetts,San Francisco,Water,Inferior Irrigation,-23.63
Massachusetts,San Francisco,Soil,Urban Activities,-22.05
Massachusetts,San Francisco,Air,Light,-16.84
Massachusetts,San Francisco,Water,Noise,-8.03
Massachusetts,San Francisco,Soil,Thermal,-7.71
Massachusetts,San Francisco,Air,Surface water,-5.34
