Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q1,February,Minnesota,Minneapolis,1.31
Residential,Hotel,Q3,January,Nevada,Las Vegas,3.11
Residential,Hotel,Q1,March,Minnesota,Minneapolis,4.61
Residential,Hotel,Q3,July,Nevada,Las Vegas,4.25
Residential,Hotel,Q1,September,Minnesota,Minneapolis,11.79
Residential,Hotel,Q3,February,Nevada,Las Vegas,12.19
Culture,Apartment,Q1,February,Minnesota,Minneapolis,13.39
Culture,Apartment,Q3,January,Nevada,Las Vegas,15.29
Culture,Apartment,Q1,March,Minnesota,Minneapolis,15.37
Culture,Apartment,Q3,July,Nevada,Las Vegas,15.54
Culture,Apartment,Q1,September,Minnesota,Minneapolis,18.35
Culture,Apartment,Q3,February,Nevada,Las Vegas,19.62
Service,Museum,Q1,February,Minnesota,Minneapolis,21.33
Service,Museum,Q3,January,Nevada,Las Vegas,22.11
Service,Museum,Q1,March,Minnesota,Minneapolis,26.64
Service,Museum,Q3,July,Nevada,Las Vegas,32.08
Service,Museum,Q1,September,Minnesota,Minneapolis,34.07
Service,Museum,Q3,February,Nevada,Las Vegas,36.16
Residential,Theatre,Q1,February,Minnesota,Minneapolis,37.39
Residential,Theatre,Q3,January,Nevada,Las Vegas,41.19
Residential,Theatre,Q1,March,Minnesota,Minneapolis,44.09
Residential,Theatre,Q3,July,Nevada,Las Vegas,49.58
Residential,Theatre,Q1,September,Minnesota,Minneapolis,60.02
Residential,Theatre,Q3,February,Nevada,Las Vegas,61.36
Culture,Library,Q1,February,Minnesota,Minneapolis,62.87
Culture,Library,Q3,January,Nevada,Las Vegas,63.76
Culture,Library,Q1,March,Minnesota,Minneapolis,65.96
Culture,Library,Q3,July,Nevada,Las Vegas,66.7
Culture,Library,Q1,September,Minnesota,Minneapolis,69.74
Culture,Library,Q3,February,Nevada,Las Vegas,69.99
Service,School,Q1,February,Minnesota,Minneapolis,71.98
Service,School,Q3,January,Nevada,Las Vegas,76.13
Service,School,Q1,March,Minnesota,Minneapolis,84.2
Service,School,Q3,July,Nevada,Las Vegas,90.19
Service,School,Q1,September,Minnesota,Minneapolis,94.49
Service,School,Q3,February,Nevada,Las Vegas,96.24
