Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Female,2018,Q2,Drowning,Fatal,58.41
Female,2018,Q2,Traffic,Fatal,69.81
Female,2016,Q4,Drowning,Fatal,76.58
Female,2016,Q4,Traffic,Fatal,48.96
Female,2021,Q2,Drowning,Fatal,83.28
Female,2021,Q2,Traffic,Fatal,52.69
Female,2018,Q4,Drowning,Fatal,54.18
Female,2018,Q4,Traffic,Fatal,55.74
Female,2016,Q2,Drowning,Fatal,87.53
Female,2016,Q2,Traffic,Fatal,26.43
Female,2021,Q4,Drowning,Fatal,29.54
Female,2021,Q4,Traffic,Fatal,31.27
