Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q4,December,Michigan,Flint,1.37
Production,Workshop,Q2,October,Michigan,Port Huron,5.48
Production,Workshop,Q4,May,Michigan,Flint,7.69
Production,Workshop,Q2,April,Michigan,Port Huron,9.57
Service,Factory,Q4,December,Michigan,Flint,9.81
Service,Factory,Q2,October,Michigan,Port Huron,14.99
Service,Factory,Q4,May,Michigan,Flint,20.9
Service,Factory,Q2,April,Michigan,Port Huron,20.31
Residential,Library,Q4,December,Michigan,Flint,22.74
Residential,Library,Q2,October,Michigan,Port Huron,29.16
Residential,Library,Q4,May,Michigan,Flint,30.2
Residential,Library,Q2,April,Michigan,Port Huron,35.8
Production,Hospital,Q4,December,Michigan,Flint,50.04
Production,Hospital,Q2,October,Michigan,Port Huron,50.57
Production,Hospital,Q4,May,Michigan,Flint,53.59
Production,Hospital,Q2,April,Michigan,Port Huron,56.47
Service,Administration,Q4,December,Michigan,Flint,57.07
Service,Administration,Q2,October,Michigan,Port Huron,56.09
Service,Administration,Q4,May,Michigan,Flint,59.45
Service,Administration,Q2,April,Michigan,Port Huron,58.79
Residential,House,Q4,December,Michigan,Flint,61.46
Residential,House,Q2,October,Michigan,Port Huron,74.91
Residential,House,Q4,May,Michigan,Flint,74.41
Residential,House,Q2,April,Michigan,Port Huron,78.86
Production,Hotel,Q4,December,Michigan,Flint,81.23
Production,Hotel,Q2,October,Michigan,Port Huron,82.82
Production,Hotel,Q4,May,Michigan,Flint,91.01
Production,Hotel,Q2,April,Michigan,Port Huron,93.53
