State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Oregon,Redmond,2018,Air,Noise,12.21
Oregon,Redmond,2018,Soil,Light,24.67
Oregon,Redmond,2018,Water,Thermal,24.18
Oregon,Redmond,2018,Air,Inferior Irrigation,-98.56
Oregon,Redmond,2018,Soil,Industrial,-98.42
Oregon,Redmond,2018,Water,Solid Waste,32.6
Oregon,Redmond,2018,Air,Groundwater,-93.92
Oregon,Redmond,2018,Soil,Surface water,37.49
Oregon,Redmond,2018,Water,Chemical,-90.17
Oregon,Redmond,2018,Air,Oxygen-depletion,-91.9
Oregon,Redmond,2018,Soil,Noise,41.91
Oregon,Redmond,2018,Water,Light,-86.48
Massachusetts,Salem,2015,Air,Noise,-80.2
Massachusetts,Salem,2015,Soil,Light,-75.27
Massachusetts,Salem,2015,Water,Thermal,-72.54
Massachusetts,Salem,2015,Air,Inferior Irrigation,57.25
Massachusetts,Salem,2015,Soil,Industrial,-70.64
Massachusetts,Salem,2015,Water,Solid Waste,59.4
Massachusetts,Salem,2015,Air,Groundwater,60.48
Massachusetts,Salem,2015,Soil,Surface water,62.47
Massachusetts,Salem,2015,Water,Chemical,63.98
Massachusetts,Salem,2015,Air,Oxygen-depletion,-62.16
Massachusetts,Salem,2015,Soil,Noise,67.5
Massachusetts,Salem,2015,Water,Light,72.36
Oregon,Cambridge,2022,Air,Noise,-56.63
Oregon,Cambridge,2022,Soil,Light,-55.26
Oregon,Cambridge,2022,Water,Thermal,-50.91
Oregon,Cambridge,2022,Air,Inferior Irrigation,-49.0
Oregon,Cambridge,2022,Soil,Industrial,78.69
Oregon,Cambridge,2022,Water,Solid Waste,-9.14
Oregon,Cambridge,2022,Air,Groundwater,-42.35
Oregon,Cambridge,2022,Soil,Surface water,-41.5
Oregon,Cambridge,2022,Water,Chemical,-38.13
Oregon,Cambridge,2022,Air,Oxygen-depletion,91.34
Oregon,Cambridge,2022,Soil,Noise,92.33
Oregon,Cambridge,2022,Water,Light,-35.84
Massachusetts,Boston,2019,Air,Noise,-35.2
Massachusetts,Boston,2019,Soil,Light,95.21
Massachusetts,Boston,2019,Water,Thermal,90.25
Massachusetts,Boston,2019,Air,Inferior Irrigation,-31.68
Massachusetts,Boston,2019,Soil,Industrial,-29.41
Massachusetts,Boston,2019,Water,Solid Waste,-23.23
Massachusetts,Boston,2019,Air,Groundwater,-23.22
Massachusetts,Boston,2019,Soil,Surface water,-13.37
Massachusetts,Boston,2019,Water,Chemical,-9.43
Massachusetts,Boston,2019,Air,Oxygen-depletion,-4.19
Massachusetts,Boston,2019,Soil,Noise,-3.24
Massachusetts,Boston,2019,Water,Light,-2.0
