Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Female,2022,Q2,Traffic,Fatal,96.46
Female,2022,Q2,Drowning,Serious,65.54
Female,2022,Q2,Fire,Fatal,32.41
Female,2017,Q4,Traffic,Fatal,72.45
Female,2017,Q4,Drowning,Serious,43.36
Female,2017,Q4,Fire,Fatal,15.8
Female,2022,Q2,Traffic,Fatal,47.86
Female,2022,Q2,Drowning,Serious,15.5
Female,2022,Q2,Fire,Fatal,49.39
Female,2017,Q4,Traffic,Fatal,53.67
Female,2017,Q4,Drowning,Serious,23.69
Female,2017,Q4,Fire,Fatal,88.34
Female,2022,Q2,Traffic,Fatal,94.37
Female,2022,Q2,Drowning,Serious,59.55
Female,2022,Q2,Fire,Fatal,62.48
