Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q3,September,2.52
Residential,Hotel,Q2,August,3.83
Residential,Hotel,Q4,May,7.16
Residential,Hotel,Q3,April,7.2
Residential,Hotel,Q2,December,7.54
Residential,Hotel,Q4,October,10.36
Residential,Hotel,Q3,November,11.01
Residential,Hotel,Q2,September,11.83
Residential,Hotel,Q4,August,14.02
Production,House,Q3,September,15.84
Production,House,Q2,August,16.29
Production,House,Q4,May,14.71
Production,House,Q3,April,17.52
Production,House,Q2,December,19.29
Production,House,Q4,October,15.89
Production,House,Q3,November,21.67
Production,House,Q2,September,20.6
Production,House,Q4,August,23.7
Service,Apartment,Q3,September,18.32
Service,Apartment,Q2,August,28.76
Service,Apartment,Q4,May,29.25
Service,Apartment,Q3,April,30.65
Service,Apartment,Q2,December,31.69
Service,Apartment,Q4,October,31.77
Service,Apartment,Q3,November,31.02
Service,Apartment,Q2,September,38.32
Service,Apartment,Q4,August,39.69
Residential,Factory,Q3,September,43.79
Residential,Factory,Q2,August,44.03
Residential,Factory,Q4,May,45.43
Residential,Factory,Q3,April,47.28
Residential,Factory,Q2,December,48.9
Residential,Factory,Q4,October,49.17
Residential,Factory,Q3,November,50.55
Residential,Factory,Q2,September,51.83
Residential,Factory,Q4,August,52.19
Production,Workshop,Q3,September,55.84
Production,Workshop,Q2,August,55.48
Production,Workshop,Q4,May,57.08
Production,Workshop,Q3,April,56.66
Production,Workshop,Q2,December,62.18
Production,Workshop,Q4,October,62.08
Production,Workshop,Q3,November,62.7
Production,Workshop,Q2,September,66.96
Production,Workshop,Q4,August,68.76
Service,Library,Q3,September,70.41
Service,Library,Q2,August,70.23
Service,Library,Q4,May,74.14
Service,Library,Q3,April,75.77
Service,Library,Q2,December,76.2
Service,Library,Q4,October,74.58
Service,Library,Q3,November,78.35
Service,Library,Q2,September,74.3
Service,Library,Q4,August,78.73
Residential,School,Q3,September,76.06
Residential,School,Q2,August,82.99
Residential,School,Q4,May,83.96
Residential,School,Q3,April,78.93
Residential,School,Q2,December,80.8
Residential,School,Q4,October,86.06
Residential,School,Q3,November,89.18
Residential,School,Q2,September,92.69
Residential,School,Q4,August,94.32
Production,Hospital,Q3,September,95.44
Production,Hospital,Q2,August,95.91
Production,Hospital,Q4,May,97.87
Production,Hospital,Q3,April,98.23
Production,Hospital,Q2,December,98.93
Production,Hospital,Q4,October,98.6
Production,Hospital,Q3,November,98.36
Production,Hospital,Q2,September,95.09
Production,Hospital,Q4,August,98.43
