Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q4,November,5.13
Service,Library,Q3,October,11.76
Service,Library,Q4,December,15.04
Service,Library,Q3,September,16.35
Service,Library,Q4,July,20.95
Service,Library,Q3,August,20.77
Production,Administration,Q4,November,20.3
Production,Administration,Q3,October,24.04
Production,Administration,Q4,December,26.35
Production,Administration,Q3,September,27.91
Production,Administration,Q4,July,31.91
Production,Administration,Q3,August,34.17
Culture,Workshop,Q4,November,36.34
Culture,Workshop,Q3,October,37.32
Culture,Workshop,Q4,December,38.85
Culture,Workshop,Q3,September,42.23
Culture,Workshop,Q4,July,42.49
Culture,Workshop,Q3,August,42.38
Service,Factory,Q4,November,46.63
Service,Factory,Q3,October,51.87
Service,Factory,Q4,December,52.42
Service,Factory,Q3,September,55.91
Service,Factory,Q4,July,56.09
Service,Factory,Q3,August,58.55
Production,Concert,Q4,November,60.55
Production,Concert,Q3,October,65.67
Production,Concert,Q4,December,71.84
Production,Concert,Q3,September,72.95
Production,Concert,Q4,July,75.06
Production,Concert,Q3,August,77.33
Culture,Museum,Q4,November,78.69
Culture,Museum,Q3,October,80.09
Culture,Museum,Q4,December,80.3
Culture,Museum,Q3,September,82.8
Culture,Museum,Q4,July,83.46
Culture,Museum,Q3,August,87.67
Service,Theatre,Q4,November,87.94
Service,Theatre,Q3,October,89.13
Service,Theatre,Q4,December,89.38
Service,Theatre,Q3,September,94.11
Service,Theatre,Q4,July,94.12
Service,Theatre,Q3,August,98.72
