Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2018,Dairy,Cheese,194.16
Import,2018,Beverage,Milk,867.7
Import,2018,Cereals,Coffee,775.74
Import,2018,Dairy,Juice,62.32
Import,2018,Beverage,Corn,169.78
Import,2018,Cereals,Oats,235.62
Import,2021,Dairy,Cheese,684.95
Import,2021,Beverage,Milk,204.93
Import,2021,Cereals,Coffee,206.48
Import,2021,Dairy,Juice,906.51
Import,2021,Beverage,Corn,465.14
Import,2021,Cereals,Oats,306.86
Import,2018,Dairy,Cheese,819.26
Import,2018,Beverage,Milk,916.86
Import,2018,Cereals,Coffee,850.99
Import,2018,Dairy,Juice,88.68
Import,2018,Beverage,Corn,444.2
Import,2018,Cereals,Oats,126.39
