Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,House,Q4,December,California,Malibu,0.44
Residential,House,Q3,October,Georgia,Washington,1.07
Residential,House,Q2,November,California,Malibu,0.33
Residential,House,Q4,July,Georgia,Washington,3.76
Residential,House,Q3,August,California,Malibu,4.95
Residential,House,Q2,June,Georgia,Washington,5.85
Residential,House,Q4,May,California,Malibu,8.27
Residential,House,Q3,April,Georgia,Washington,13.28
Residential,House,Q2,December,California,Malibu,15.98
Service,Apartment,Q4,December,California,Malibu,16.1
Service,Apartment,Q3,October,Georgia,Washington,18.62
Service,Apartment,Q2,November,California,Malibu,20.91
Service,Apartment,Q4,July,Georgia,Washington,23.38
Service,Apartment,Q3,August,California,Malibu,25.43
Service,Apartment,Q2,June,Georgia,Washington,27.61
Service,Apartment,Q4,May,California,Malibu,31.74
Service,Apartment,Q3,April,Georgia,Washington,33.22
Service,Apartment,Q2,December,California,Malibu,36.43
Culture,Hospital,Q4,December,California,Malibu,37.19
Culture,Hospital,Q3,October,Georgia,Washington,39.44
Culture,Hospital,Q2,November,California,Malibu,41.55
Culture,Hospital,Q4,July,Georgia,Washington,45.74
Culture,Hospital,Q3,August,California,Malibu,46.52
Culture,Hospital,Q2,June,Georgia,Washington,46.44
Culture,Hospital,Q4,May,California,Malibu,48.0
Culture,Hospital,Q3,April,Georgia,Washington,46.66
Culture,Hospital,Q2,December,California,Malibu,46.79
Residential,School,Q4,December,California,Malibu,48.67
Residential,School,Q3,October,Georgia,Washington,50.39
Residential,School,Q2,November,California,Malibu,53.22
Residential,School,Q4,July,Georgia,Washington,55.62
Residential,School,Q3,August,California,Malibu,59.35
Residential,School,Q2,June,Georgia,Washington,61.37
Residential,School,Q4,May,California,Malibu,61.96
Residential,School,Q3,April,Georgia,Washington,66.51
Residential,School,Q2,December,California,Malibu,72.82
Service,Concert,Q4,December,California,Malibu,73.47
Service,Concert,Q3,October,Georgia,Washington,73.89
Service,Concert,Q2,November,California,Malibu,75.57
Service,Concert,Q4,July,Georgia,Washington,76.03
Service,Concert,Q3,August,California,Malibu,81.58
Service,Concert,Q2,June,Georgia,Washington,81.52
Service,Concert,Q4,May,California,Malibu,84.83
Service,Concert,Q3,April,Georgia,Washington,85.92
Service,Concert,Q2,December,California,Malibu,86.63
Culture,Museum,Q4,December,California,Malibu,89.46
Culture,Museum,Q3,October,Georgia,Washington,89.5
Culture,Museum,Q2,November,California,Malibu,90.51
Culture,Museum,Q4,July,Georgia,Washington,92.46
Culture,Museum,Q3,August,California,Malibu,93.59
Culture,Museum,Q2,June,Georgia,Washington,94.87
Culture,Museum,Q4,May,California,Malibu,95.27
Culture,Museum,Q3,April,Georgia,Washington,94.17
Culture,Museum,Q2,December,California,Malibu,98.22
