Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q1,January,0.26
Residential,Hotel,Q3,March,7.53
Residential,Hotel,Q2,February,12.78
Residential,Hotel,Q1,July,12.73
Residential,Hotel,Q3,September,12.77
Residential,Hotel,Q2,May,15.9
Residential,Hotel,Q1,June,20.91
Residential,Hotel,Q3,January,21.04
Residential,Hotel,Q2,March,22.32
Culture,Apartment,Q1,January,28.75
Culture,Apartment,Q3,March,28.02
Culture,Apartment,Q2,February,30.17
Culture,Apartment,Q1,July,32.52
Culture,Apartment,Q3,September,34.12
Culture,Apartment,Q2,May,37.05
Culture,Apartment,Q1,June,41.47
Culture,Apartment,Q3,January,42.41
Culture,Apartment,Q2,March,44.22
Service,Concert,Q1,January,51.36
Service,Concert,Q3,March,52.24
Service,Concert,Q2,February,53.4
Service,Concert,Q1,July,54.51
Service,Concert,Q3,September,55.83
Service,Concert,Q2,May,56.33
Service,Concert,Q1,June,56.07
Service,Concert,Q3,January,59.02
Service,Concert,Q2,March,59.62
Residential,Theatre,Q1,January,61.73
Residential,Theatre,Q3,March,61.72
Residential,Theatre,Q2,February,65.8
Residential,Theatre,Q1,July,65.84
Residential,Theatre,Q3,September,67.54
Residential,Theatre,Q2,May,68.92
Residential,Theatre,Q1,June,66.51
Residential,Theatre,Q3,January,74.62
Residential,Theatre,Q2,March,74.03
Culture,Administration,Q1,January,76.71
Culture,Administration,Q3,March,75.47
Culture,Administration,Q2,February,77.8
Culture,Administration,Q1,July,79.35
Culture,Administration,Q3,September,80.84
Culture,Administration,Q2,May,81.99
Culture,Administration,Q1,June,81.56
Culture,Administration,Q3,January,85.33
Culture,Administration,Q2,March,88.95
Service,School,Q1,January,88.34
Service,School,Q3,March,90.92
Service,School,Q2,February,92.96
Service,School,Q1,July,95.91
Service,School,Q3,September,95.16
Service,School,Q2,May,95.8
Service,School,Q1,June,96.89
Service,School,Q3,January,95.39
Service,School,Q2,March,96.83
