State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Michigan,Flint,Water,Surface water,1.99
Michigan,Flint,Air,Chemical,1.6
Michigan,Flint,Soil,Oxygen-depletion,13.47
Michigan,Flint,Water,Groundwater,16.2
Michigan,Flint,Air,Light,18.13
Michigan,Flint,Soil,Thermal,19.83
Michigan,Flint,Water,Noise,24.68
Michigan,Flint,Air,Inferior Irrigation,32.85
Michigan,Flint,Soil,Solid Waste,-93.63
Michigan,Flint,Water,Surface water,36.84
Michigan,Flint,Air,Chemical,-93.04
Michigan,Flint,Soil,Oxygen-depletion,-89.14
Georgia,Port Huron,Water,Surface water,40.05
Georgia,Port Huron,Air,Chemical,41.75
Georgia,Port Huron,Soil,Oxygen-depletion,-4.44
Georgia,Port Huron,Water,Groundwater,-81.05
Georgia,Port Huron,Air,Light,48.97
Georgia,Port Huron,Soil,Thermal,50.1
Georgia,Port Huron,Water,Noise,-77.12
Georgia,Port Huron,Air,Inferior Irrigation,-76.17
Georgia,Port Huron,Soil,Solid Waste,-75.73
Georgia,Port Huron,Water,Surface water,51.51
Georgia,Port Huron,Air,Chemical,50.4
Georgia,Port Huron,Soil,Oxygen-depletion,56.3
Michigan,Columbus,Water,Surface water,-70.24
Michigan,Columbus,Air,Chemical,-69.96
Michigan,Columbus,Soil,Oxygen-depletion,-68.45
Michigan,Columbus,Water,Groundwater,62.5
Michigan,Columbus,Air,Light,64.0
Michigan,Columbus,Soil,Thermal,65.73
Michigan,Columbus,Water,Noise,66.82
Michigan,Columbus,Air,Inferior Irrigation,-62.32
Michigan,Columbus,Soil,Solid Waste,-59.69
Michigan,Columbus,Water,Surface water,69.12
Michigan,Columbus,Air,Chemical,72.62
Michigan,Columbus,Soil,Oxygen-depletion,-56.08
Georgia,Albany,Water,Surface water,-52.54
Georgia,Albany,Air,Chemical,-50.97
Georgia,Albany,Soil,Oxygen-depletion,78.48
Georgia,Albany,Water,Groundwater,-49.51
Georgia,Albany,Air,Light,-47.54
Georgia,Albany,Soil,Thermal,85.22
Georgia,Albany,Water,Noise,88.11
Georgia,Albany,Air,Inferior Irrigation,-38.71
Georgia,Albany,Soil,Solid Waste,91.35
Georgia,Albany,Water,Surface water,-35.1
Georgia,Albany,Air,Chemical,93.34
Georgia,Albany,Soil,Oxygen-depletion,-34.33
Michigan,Washington,Water,Surface water,-31.6
Michigan,Washington,Air,Chemical,-27.2
Michigan,Washington,Soil,Oxygen-depletion,-26.17
Michigan,Washington,Water,Groundwater,-25.87
Michigan,Washington,Air,Light,-19.87
Michigan,Washington,Soil,Thermal,-18.16
Michigan,Washington,Water,Noise,-17.79
Michigan,Washington,Air,Inferior Irrigation,-16.05
Michigan,Washington,Soil,Solid Waste,-15.49
Michigan,Washington,Water,Surface water,-4.1
Michigan,Washington,Air,Chemical,-2.28
Michigan,Washington,Soil,Oxygen-depletion,-1.67
