Degree,Gender,Nationality,Year,Language,Value
Degree,Gender,Nationality,Year,Language,Value
MSc,Male,Non-Qatari,2019/2020,Spanish,483.64
MSc,Male,Non-Qatari,2020/2021,English,446.55
MSc,Male,Non-Qatari,2018/2019,German,392.8
MSc,Male,Non-Qatari,2022/2023,Spanish,205.38
MSc,Male,Non-Qatari,2019/2020,Spanish,461.83
MSc,Male,Non-Qatari,2020/2021,English,174.45
MSc,Male,Non-Qatari,2018/2019,German,303.35
MSc,Male,Non-Qatari,2022/2023,Spanish,366.94
MSc,Male,Non-Qatari,2019/2020,Spanish,178.32
MSc,Male,Non-Qatari,2020/2021,English,60.28
MSc,Male,Non-Qatari,2018/2019,German,61.95
MSc,Male,Non-Qatari,2022/2023,Spanish,62.03
