Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Apartment,Q2,April,5.39
Residential,Apartment,Q1,May,9.01
Residential,Apartment,Q4,June,12.44
Residential,Apartment,Q2,March,12.12
Residential,Apartment,Q1,February,13.19
Residential,Apartment,Q4,November,14.81
Residential,Apartment,Q2,October,14.75
Residential,Apartment,Q1,December,14.48
Residential,Apartment,Q4,April,25.1
Production,House,Q2,April,27.56
Production,House,Q1,May,27.5
Production,House,Q4,June,35.05
Production,House,Q2,March,36.39
Production,House,Q1,February,38.13
Production,House,Q4,November,39.15
Production,House,Q2,October,38.95
Production,House,Q1,December,41.51
Production,House,Q4,April,47.85
Residential,Workshop,Q2,April,48.98
Residential,Workshop,Q1,May,49.93
Residential,Workshop,Q4,June,50.48
Residential,Workshop,Q2,March,52.42
Residential,Workshop,Q1,February,56.69
Residential,Workshop,Q4,November,58.58
Residential,Workshop,Q2,October,65.95
Residential,Workshop,Q1,December,71.68
Residential,Workshop,Q4,April,76.98
Production,Factory,Q2,April,79.34
Production,Factory,Q1,May,80.46
Production,Factory,Q4,June,81.21
Production,Factory,Q2,March,87.97
Production,Factory,Q1,February,92.88
Production,Factory,Q4,November,93.98
Production,Factory,Q2,October,94.35
Production,Factory,Q1,December,92.2
Production,Factory,Q4,April,97.51
