Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q4,November,1.68
Culture,Theatre,Q1,December,4.2
Culture,Theatre,Q4,October,13.84
Culture,Theatre,Q1,January,15.44
Culture,Theatre,Q4,March,16.14
Culture,Theatre,Q1,November,24.8
Production,Museum,Q4,November,25.4
Production,Museum,Q1,December,27.97
Production,Museum,Q4,October,28.69
Production,Museum,Q1,January,33.61
Production,Museum,Q4,March,41.92
Production,Museum,Q1,November,45.4
Culture,Concert,Q4,November,48.88
Culture,Concert,Q1,December,49.79
Culture,Concert,Q4,October,62.03
Culture,Concert,Q1,January,71.6
Culture,Concert,Q4,March,73.73
Culture,Concert,Q1,November,74.26
Production,Workshop,Q4,November,75.97
Production,Workshop,Q1,December,77.26
Production,Workshop,Q4,October,78.26
Production,Workshop,Q1,January,79.18
Production,Workshop,Q4,March,80.56
Production,Workshop,Q1,November,81.94
Culture,Factory,Q4,November,82.19
Culture,Factory,Q1,December,81.02
Culture,Factory,Q4,October,85.15
Culture,Factory,Q1,January,88.23
Culture,Factory,Q4,March,90.83
Culture,Factory,Q1,November,95.94
