State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Minnesota,Hastings,Soil,Inferior Irrigation,1.8
Minnesota,Hastings,Air,Industrial,1.38
Minnesota,Hastings,Soil,Inorganic Fertilizers,3.19
Minnesota,Hastings,Air,Urban Activities,6.01
Minnesota,Hastings,Soil,Solid Waste,10.77
Minnesota,Hastings,Air,Thermal,12.61
Minnesota,Hastings,Soil,Noise,14.96
Minnesota,Hastings,Air,Light,15.58
Minnesota,Hastings,Soil,Inferior Irrigation,18.19
Minnesota,Hastings,Air,Industrial,19.09
California,Rochester,Soil,Inferior Irrigation,25.25
California,Rochester,Air,Industrial,25.54
California,Rochester,Soil,Inorganic Fertilizers,-97.13
California,Rochester,Air,Urban Activities,-97.16
California,Rochester,Soil,Solid Waste,31.28
California,Rochester,Air,Thermal,35.58
California,Rochester,Soil,Noise,36.67
California,Rochester,Air,Light,40.15
California,Rochester,Soil,Inferior Irrigation,47.03
California,Rochester,Air,Industrial,-77.36
Minnesota,Los-Angeles,Soil,Inferior Irrigation,52.98
Minnesota,Los-Angeles,Air,Industrial,-75.43
Minnesota,Los-Angeles,Soil,Inorganic Fertilizers,-73.53
Minnesota,Los-Angeles,Air,Urban Activities,-68.27
Minnesota,Los-Angeles,Soil,Solid Waste,-66.99
Minnesota,Los-Angeles,Air,Thermal,65.94
Minnesota,Los-Angeles,Soil,Noise,-59.95
Minnesota,Los-Angeles,Air,Light,-57.17
Minnesota,Los-Angeles,Soil,Inferior Irrigation,71.75
Minnesota,Los-Angeles,Air,Industrial,74.89
California,Berkeley,Soil,Inferior Irrigation,-54.47
California,Berkeley,Air,Industrial,-51.35
California,Berkeley,Soil,Inorganic Fertilizers,77.81
California,Berkeley,Air,Urban Activities,80.37
California,Berkeley,Soil,Solid Waste,83.29
California,Berkeley,Air,Thermal,-44.91
California,Berkeley,Soil,Noise,86.89
California,Berkeley,Air,Light,-40.13
California,Berkeley,Soil,Inferior Irrigation,-40.78
California,Berkeley,Air,Industrial,90.52
Minnesota,Malibu,Soil,Inferior Irrigation,97.82
Minnesota,Malibu,Air,Industrial,-26.03
Minnesota,Malibu,Soil,Inorganic Fertilizers,-25.77
Minnesota,Malibu,Air,Urban Activities,-25.41
Minnesota,Malibu,Soil,Solid Waste,-22.07
Minnesota,Malibu,Air,Thermal,-13.94
Minnesota,Malibu,Soil,Noise,-12.12
Minnesota,Malibu,Air,Light,-9.57
Minnesota,Malibu,Soil,Inferior Irrigation,-8.19
Minnesota,Malibu,Air,Industrial,-6.05
