Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q4,December,California,Berkeley,3.67
Production,Factory,Q2,October,California,Los-Angeles,4.94
Production,Factory,Q3,June,California,Berkeley,5.85
Production,Factory,Q4,April,California,Los-Angeles,9.15
Production,Factory,Q2,May,California,Berkeley,10.38
Production,Factory,Q3,August,California,Los-Angeles,9.8
Production,Factory,Q4,July,California,Berkeley,16.36
Production,Factory,Q2,September,California,Los-Angeles,19.25
Production,Factory,Q3,December,California,Berkeley,24.38
Culture,Workshop,Q4,December,California,Berkeley,28.92
Culture,Workshop,Q2,October,California,Los-Angeles,28.55
Culture,Workshop,Q3,June,California,Berkeley,32.07
Culture,Workshop,Q4,April,California,Los-Angeles,36.65
Culture,Workshop,Q2,May,California,Berkeley,38.52
Culture,Workshop,Q3,August,California,Los-Angeles,39.3
Culture,Workshop,Q4,July,California,Berkeley,41.5
Culture,Workshop,Q2,September,California,Los-Angeles,48.24
Culture,Workshop,Q3,December,California,Berkeley,49.48
Production,Museum,Q4,December,California,Berkeley,51.36
Production,Museum,Q2,October,California,Los-Angeles,53.57
Production,Museum,Q3,June,California,Berkeley,53.64
Production,Museum,Q4,April,California,Los-Angeles,54.19
Production,Museum,Q2,May,California,Berkeley,56.54
Production,Museum,Q3,August,California,Los-Angeles,63.05
Production,Museum,Q4,July,California,Berkeley,68.73
Production,Museum,Q2,September,California,Los-Angeles,69.73
Production,Museum,Q3,December,California,Berkeley,76.76
Culture,Concert,Q4,December,California,Berkeley,79.15
Culture,Concert,Q2,October,California,Los-Angeles,83.68
Culture,Concert,Q3,June,California,Berkeley,84.15
Culture,Concert,Q4,April,California,Los-Angeles,85.27
Culture,Concert,Q2,May,California,Berkeley,86.69
Culture,Concert,Q3,August,California,Los-Angeles,93.15
Culture,Concert,Q4,July,California,Berkeley,97.07
Culture,Concert,Q2,September,California,Los-Angeles,99.49
Culture,Concert,Q3,December,California,Berkeley,99.65
