Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,House,Q1,March,0.79
Residential,House,Q2,February,1.66
Residential,House,Q4,May,1.31
Residential,House,Q1,April,3.83
Residential,House,Q2,June,1.39
Residential,House,Q4,October,2.71
Residential,House,Q1,November,7.6
Residential,House,Q2,March,9.37
Residential,House,Q4,February,12.6
Service,Apartment,Q1,March,14.15
Service,Apartment,Q2,February,14.83
Service,Apartment,Q4,May,17.05
Service,Apartment,Q1,April,18.53
Service,Apartment,Q2,June,20.04
Service,Apartment,Q4,October,22.59
Service,Apartment,Q1,November,24.21
Service,Apartment,Q2,March,25.29
Service,Apartment,Q4,February,25.33
Culture,Hotel,Q1,March,27.21
Culture,Hotel,Q2,February,28.53
Culture,Hotel,Q4,May,29.72
Culture,Hotel,Q1,April,31.18
Culture,Hotel,Q2,June,32.97
Culture,Hotel,Q4,October,31.19
Culture,Hotel,Q1,November,34.03
Culture,Hotel,Q2,March,35.35
Culture,Hotel,Q4,February,35.55
Residential,Library,Q1,March,37.41
Residential,Library,Q2,February,38.25
Residential,Library,Q4,May,32.64
Residential,Library,Q1,April,40.03
Residential,Library,Q2,June,42.99
Residential,Library,Q4,October,42.93
Residential,Library,Q1,November,46.02
Residential,Library,Q2,March,47.13
Residential,Library,Q4,February,49.61
Service,Administration,Q1,March,49.73
Service,Administration,Q2,February,51.07
Service,Administration,Q4,May,52.73
Service,Administration,Q1,April,55.92
Service,Administration,Q2,June,56.24
Service,Administration,Q4,October,56.54
Service,Administration,Q1,November,57.67
Service,Administration,Q2,March,56.84
Service,Administration,Q4,February,59.38
Culture,Museum,Q1,March,62.33
Culture,Museum,Q2,February,65.13
Culture,Museum,Q4,May,66.8
Culture,Museum,Q1,April,67.13
Culture,Museum,Q2,June,70.62
Culture,Museum,Q4,October,71.62
Culture,Museum,Q1,November,75.35
Culture,Museum,Q2,March,76.42
Culture,Museum,Q4,February,77.5
Residential,Concert,Q1,March,77.33
Residential,Concert,Q2,February,81.26
Residential,Concert,Q4,May,82.65
Residential,Concert,Q1,April,81.31
Residential,Concert,Q2,June,86.76
Residential,Concert,Q4,October,88.12
Residential,Concert,Q1,November,89.94
Residential,Concert,Q2,March,95.67
Residential,Concert,Q4,February,96.07
