Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2018,Illinois,Champaign,Wind,Breeze,1.52
2018,Illinois,Champaign,Temperature,Calm,1.07
2018,Illinois,Champaign,Humidity,Storm,3.93
2018,Illinois,Champaign,Wind,0-10,4.1
2018,Illinois,Champaign,Temperature,11-20,5.81
2018,Illinois,Champaign,Humidity,High,5.17
2018,Illinois,Champaign,Wind,Low,6.8
2018,Illinois,Champaign,Temperature,Breeze,8.43
2018,Illinois,Champaign,Humidity,Calm,9.17
2021,Michigan,Springfield,Wind,Breeze,10.76
2021,Michigan,Springfield,Temperature,Calm,11.82
2021,Michigan,Springfield,Humidity,Storm,9.08
2021,Michigan,Springfield,Wind,0-10,13.94
2021,Michigan,Springfield,Temperature,11-20,14.62
2021,Michigan,Springfield,Humidity,High,15.45
2021,Michigan,Springfield,Wind,Low,16.34
2021,Michigan,Springfield,Temperature,Breeze,16.81
2021,Michigan,Springfield,Humidity,Calm,18.7
2017,Illinois,Chicago,Wind,Breeze,19.5
2017,Illinois,Chicago,Temperature,Calm,20.0
2017,Illinois,Chicago,Humidity,Storm,21.96
2017,Illinois,Chicago,Wind,0-10,22.3
2017,Illinois,Chicago,Temperature,11-20,23.46
2017,Illinois,Chicago,Humidity,High,23.32
2017,Illinois,Chicago,Wind,Low,22.44
2017,Illinois,Chicago,Temperature,Breeze,25.37
2017,Illinois,Chicago,Humidity,Calm,21.13
2018,Michigan,Detroit,Wind,Breeze,22.8
2018,Michigan,Detroit,Temperature,Calm,24.57
2018,Michigan,Detroit,Humidity,Storm,27.56
2018,Michigan,Detroit,Wind,0-10,25.31
2018,Michigan,Detroit,Temperature,11-20,27.1
2018,Michigan,Detroit,Humidity,High,27.25
2018,Michigan,Detroit,Wind,Low,26.45
2018,Michigan,Detroit,Temperature,Breeze,26.15
2018,Michigan,Detroit,Humidity,Calm,3.67
2021,Illinois,Flint,Wind,Breeze,9.11
2021,Illinois,Flint,Temperature,Calm,12.41
2021,Illinois,Flint,Humidity,Storm,12.42
2021,Illinois,Flint,Wind,0-10,16.71
2021,Illinois,Flint,Temperature,11-20,16.52
2021,Illinois,Flint,Humidity,High,17.06
2021,Illinois,Flint,Wind,Low,17.16
2021,Illinois,Flint,Temperature,Breeze,5.12
2021,Illinois,Flint,Humidity,Calm,18.07
2017,Michigan,Port Huron,Wind,Breeze,18.05
2017,Michigan,Port Huron,Temperature,Calm,19.83
2017,Michigan,Port Huron,Humidity,Storm,7.28
2017,Michigan,Port Huron,Wind,0-10,20.98
2017,Michigan,Port Huron,Temperature,11-20,22.14
2017,Michigan,Port Huron,Humidity,High,23.42
2017,Michigan,Port Huron,Wind,Low,23.25
2017,Michigan,Port Huron,Temperature,Breeze,23.94
2017,Michigan,Port Huron,Humidity,Calm,23.72
