Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Hospital,Q2,June,Minnesota,Minneapolis,2.5
Service,Hospital,Q4,May,Massachusetts,Hastings,13.19
Service,Hospital,Q2,April,Minnesota,Lenox,14.1
Service,Hospital,Q4,November,Massachusetts,Cambridge,18.99
Service,Hospital,Q2,October,Minnesota,Minneapolis,20.09
Service,Hospital,Q4,December,Massachusetts,Hastings,21.04
Culture,Administration,Q2,June,Minnesota,Minneapolis,28.48
Culture,Administration,Q4,May,Massachusetts,Hastings,36.79
Culture,Administration,Q2,April,Minnesota,Lenox,37.55
Culture,Administration,Q4,November,Massachusetts,Cambridge,47.19
Culture,Administration,Q2,October,Minnesota,Minneapolis,49.5
Culture,Administration,Q4,December,Massachusetts,Hastings,52.33
Service,Concert,Q2,June,Minnesota,Minneapolis,54.79
Service,Concert,Q4,May,Massachusetts,Hastings,60.84
Service,Concert,Q2,April,Minnesota,Lenox,63.18
Service,Concert,Q4,November,Massachusetts,Cambridge,64.7
Service,Concert,Q2,October,Minnesota,Minneapolis,64.3
Service,Concert,Q4,December,Massachusetts,Hastings,69.46
Culture,Museum,Q2,June,Minnesota,Minneapolis,70.08
Culture,Museum,Q4,May,Massachusetts,Hastings,69.26
Culture,Museum,Q2,April,Minnesota,Lenox,75.38
Culture,Museum,Q4,November,Massachusetts,Cambridge,87.31
Culture,Museum,Q2,October,Minnesota,Minneapolis,92.11
Culture,Museum,Q4,December,Massachusetts,Hastings,95.19
