Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q1,March,0.31
Culture,Concert,Q2,January,1.84
Culture,Concert,Q3,June,0.53
Culture,Concert,Q1,May,5.99
Culture,Concert,Q2,April,6.67
Culture,Concert,Q3,September,14.13
Culture,Concert,Q1,July,14.49
Culture,Concert,Q2,August,17.54
Culture,Concert,Q3,March,20.1
Residential,Museum,Q1,March,21.78
Residential,Museum,Q2,January,21.91
Residential,Museum,Q3,June,25.75
Residential,Museum,Q1,May,26.61
Residential,Museum,Q2,April,25.25
Residential,Museum,Q3,September,28.81
Residential,Museum,Q1,July,28.74
Residential,Museum,Q2,August,25.05
Residential,Museum,Q3,March,31.88
Production,Theatre,Q1,March,33.75
Production,Theatre,Q2,January,36.06
Production,Theatre,Q3,June,37.83
Production,Theatre,Q1,May,38.23
Production,Theatre,Q2,April,39.94
Production,Theatre,Q3,September,41.37
Production,Theatre,Q1,July,42.17
Production,Theatre,Q2,August,42.49
Production,Theatre,Q3,March,43.88
Culture,House,Q1,March,42.8
Culture,House,Q2,January,46.32
Culture,House,Q3,June,47.96
Culture,House,Q1,May,50.86
Culture,House,Q2,April,51.41
Culture,House,Q3,September,56.45
Culture,House,Q1,July,56.53
Culture,House,Q2,August,58.75
Culture,House,Q3,March,58.89
Residential,Hotel,Q1,March,60.11
Residential,Hotel,Q2,January,60.76
Residential,Hotel,Q3,June,61.45
Residential,Hotel,Q1,May,62.57
Residential,Hotel,Q2,April,64.54
Residential,Hotel,Q3,September,63.85
Residential,Hotel,Q1,July,66.6
Residential,Hotel,Q2,August,66.05
Residential,Hotel,Q3,March,68.66
Production,Factory,Q1,March,69.2
Production,Factory,Q2,January,69.77
Production,Factory,Q3,June,68.82
Production,Factory,Q1,May,72.21
Production,Factory,Q2,April,67.61
Production,Factory,Q3,September,64.79
Production,Factory,Q1,July,75.15
Production,Factory,Q2,August,77.78
Production,Factory,Q3,March,79.94
Culture,Workshop,Q1,March,63.89
Culture,Workshop,Q2,January,85.99
Culture,Workshop,Q3,June,86.02
Culture,Workshop,Q1,May,86.15
Culture,Workshop,Q2,April,89.65
Culture,Workshop,Q3,September,90.04
Culture,Workshop,Q1,July,90.12
Culture,Workshop,Q2,August,92.4
Culture,Workshop,Q3,March,96.5
