State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Florida,Tampa,2022,Soil,Inferior Irrigation,5.46
Florida,Tampa,2022,Air,Industrial,9.41
Florida,Tampa,2022,Water,Urban Activities,16.01
Florida,Tampa,2022,Soil,Inorganic Fertilizers,24.29
Florida,Tampa,2022,Air,Light,24.28
Florida,Tampa,2022,Water,Thermal,26.99
Florida,Tampa,2022,Soil,Noise,25.72
Florida,Tampa,2022,Air,Chemical,-99.98
Florida,Tampa,2022,Water,Oxygen-depletion,-97.24
Florida,Tampa,2022,Soil,Surface water,32.77
Florida,Tampa,2022,Air,Groundwater,38.5
Florida,Tampa,2022,Water,Inferior Irrigation,-87.05
Georgia,Fort Lauderdale,2021,Soil,Inferior Irrigation,43.89
Georgia,Fort Lauderdale,2021,Air,Industrial,47.78
Georgia,Fort Lauderdale,2021,Water,Urban Activities,50.95
Georgia,Fort Lauderdale,2021,Soil,Inorganic Fertilizers,-76.77
Georgia,Fort Lauderdale,2021,Air,Light,-76.84
Georgia,Fort Lauderdale,2021,Water,Thermal,-71.17
Georgia,Fort Lauderdale,2021,Soil,Noise,-69.09
Georgia,Fort Lauderdale,2021,Air,Chemical,-63.14
Georgia,Fort Lauderdale,2021,Water,Oxygen-depletion,-62.17
Georgia,Fort Lauderdale,2021,Soil,Surface water,-61.3
Georgia,Fort Lauderdale,2021,Air,Groundwater,-58.53
Georgia,Fort Lauderdale,2021,Water,Inferior Irrigation,-57.98
Florida,Washington,2020,Soil,Inferior Irrigation,-56.67
Florida,Washington,2020,Air,Industrial,74.86
Florida,Washington,2020,Water,Urban Activities,75.21
Florida,Washington,2020,Soil,Inorganic Fertilizers,74.54
Florida,Washington,2020,Air,Light,-50.78
Florida,Washington,2020,Water,Thermal,78.51
Florida,Washington,2020,Soil,Noise,82.14
Florida,Washington,2020,Air,Chemical,-46.16
Florida,Washington,2020,Water,Oxygen-depletion,84.2
Florida,Washington,2020,Soil,Surface water,85.85
Florida,Washington,2020,Air,Groundwater,-42.01
Florida,Washington,2020,Water,Inferior Irrigation,-41.26
Georgia,Columbus,2022,Soil,Inferior Irrigation,88.36
Georgia,Columbus,2022,Air,Industrial,-42.18
Georgia,Columbus,2022,Water,Urban Activities,-37.79
Georgia,Columbus,2022,Soil,Inorganic Fertilizers,-37.45
Georgia,Columbus,2022,Air,Light,-28.41
Georgia,Columbus,2022,Water,Thermal,-26.27
Georgia,Columbus,2022,Soil,Noise,-26.11
Georgia,Columbus,2022,Air,Chemical,-18.92
Georgia,Columbus,2022,Water,Oxygen-depletion,-2.08
Georgia,Columbus,2022,Soil,Surface water,-9.23
Georgia,Columbus,2022,Air,Groundwater,-10.16
Georgia,Columbus,2022,Water,Inferior Irrigation,-2.1
