State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Minnesota,Minneapolis,Water,Chemical,0.92
Minnesota,Minneapolis,Air,Oxygen-depletion,8.5
Minnesota,Minneapolis,Water,Groundwater,10.56
Minnesota,Minneapolis,Air,Surface water,13.4
Minnesota,Minneapolis,Water,Light,16.4
Minnesota,Minneapolis,Air,Thermal,20.78
Minnesota,Minneapolis,Water,Noise,30.54
Minnesota,Minneapolis,Air,Chemical,-98.28
Oregon,Hastings,Water,Chemical,-92.27
Oregon,Hastings,Air,Oxygen-depletion,-92.59
Oregon,Hastings,Water,Groundwater,-90.65
Oregon,Hastings,Air,Surface water,38.05
Oregon,Hastings,Water,Light,-89.07
Oregon,Hastings,Air,Thermal,38.35
Oregon,Hastings,Water,Noise,43.36
Oregon,Hastings,Air,Chemical,-84.09
Georgia,Rochester,Water,Chemical,45.09
Georgia,Rochester,Air,Oxygen-depletion,43.95
Georgia,Rochester,Water,Groundwater,47.48
Georgia,Rochester,Air,Surface water,-80.52
Georgia,Rochester,Water,Light,-85.55
Georgia,Rochester,Air,Thermal,-85.94
Georgia,Rochester,Water,Noise,51.93
Georgia,Rochester,Air,Chemical,52.69
Minnesota,Portland,Water,Chemical,-84.27
Minnesota,Portland,Air,Oxygen-depletion,54.73
Minnesota,Portland,Water,Groundwater,-75.02
Minnesota,Portland,Air,Surface water,50.55
Minnesota,Portland,Water,Light,-71.66
Minnesota,Portland,Air,Thermal,63.4
Minnesota,Portland,Water,Noise,-63.6
Minnesota,Portland,Air,Chemical,-60.63
Oregon,Salem,Water,Chemical,69.93
Oregon,Salem,Air,Oxygen-depletion,68.91
Oregon,Salem,Water,Groundwater,-55.62
Oregon,Salem,Air,Surface water,74.73
Oregon,Salem,Water,Light,75.61
Oregon,Salem,Air,Thermal,76.28
Oregon,Salem,Water,Noise,-54.55
Oregon,Salem,Air,Chemical,78.26
Georgia,Albany,Water,Chemical,-48.71
Georgia,Albany,Air,Oxygen-depletion,81.55
Georgia,Albany,Water,Groundwater,82.66
Georgia,Albany,Air,Surface water,-45.31
Georgia,Albany,Water,Light,84.87
Georgia,Albany,Air,Thermal,85.9
Georgia,Albany,Water,Noise,83.36
Georgia,Albany,Air,Chemical,90.02
Minnesota,Washington,Water,Chemical,-37.49
Minnesota,Washington,Air,Oxygen-depletion,91.53
Minnesota,Washington,Water,Groundwater,93.33
Minnesota,Washington,Air,Surface water,93.16
Minnesota,Washington,Water,Light,94.33
Minnesota,Washington,Air,Thermal,-32.19
Minnesota,Washington,Water,Noise,-34.04
Minnesota,Washington,Air,Chemical,-29.74
Oregon,Columbus,Water,Chemical,-29.03
Oregon,Columbus,Air,Oxygen-depletion,-26.5
Oregon,Columbus,Water,Groundwater,-19.95
Oregon,Columbus,Air,Surface water,-15.16
Oregon,Columbus,Water,Light,-13.38
Oregon,Columbus,Air,Thermal,-11.36
Oregon,Columbus,Water,Noise,-9.06
Oregon,Columbus,Air,Chemical,-8.43
