Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,House,Q1,January,0.33
Residential,House,Q4,February,1.38
Residential,House,Q3,October,0.73
Residential,House,Q1,November,1.53
Residential,House,Q4,December,0.95
Residential,House,Q3,September,0.61
Residential,House,Q1,August,10.39
Residential,House,Q4,July,11.9
Residential,House,Q3,January,14.14
Service,Hotel,Q1,January,15.03
Service,Hotel,Q4,February,16.76
Service,Hotel,Q3,October,16.31
Service,Hotel,Q1,November,19.77
Service,Hotel,Q4,December,22.2
Service,Hotel,Q3,September,34.72
Service,Hotel,Q1,August,35.91
Service,Hotel,Q4,July,34.36
Service,Hotel,Q3,January,44.08
Residential,Administration,Q1,January,44.27
Residential,Administration,Q4,February,46.75
Residential,Administration,Q3,October,47.79
Residential,Administration,Q1,November,48.35
Residential,Administration,Q4,December,47.2
Residential,Administration,Q3,September,56.96
Residential,Administration,Q1,August,58.84
Residential,Administration,Q4,July,60.95
Residential,Administration,Q3,January,72.97
Service,Library,Q1,January,72.28
Service,Library,Q4,February,76.5
Service,Library,Q3,October,82.46
Service,Library,Q1,November,83.76
Service,Library,Q4,December,83.96
Service,Library,Q3,September,88.58
Service,Library,Q1,August,89.89
Service,Library,Q4,July,97.16
Service,Library,Q3,January,97.68
